id,clock,core,thread,is_L2,L2,is_L3,L3,is_smart_cache,smart_cache,SP,m_cap,m_bus,m_clock,capacity,generation,rpm(0)/read(1),cache(0)/write(1),score
143342,3.0,1.0,2.0,1.0,1000.0,0.0,0.0,0.0,0.0,7.0,128.0,256.0,700.0,1.024,1.0,7200.0,8000.0,55513.0
143360,2.5,4.0,4.0,1.0,4000.0,0.0,0.0,0.0,0.0,64.0,512.0,256.0,1800.0,2.559,3.0,7200.0,16000.0,156716.0
143367,3.0,2.0,2.0,1.0,6000.0,0.0,0.0,0.0,0.0,640.0,512.0,128.0,3200.0,3.327,2.0,7200.0,8000.0,128911.0
143369,2.4,2.0,2.0,0.0,0.0,0.0,0.0,1.0,2000.0,400.0,1024.0,128.0,4000.0,3.048,3.0,7200.0,64000.0,144271.0
143373,1.8,2.0,2.0,1.0,2000.0,0.0,0.0,0.0,0.0,16.0,256.0,128.0,800.0,1.984,2.0,5400.0,8000.0,67487.0
143382,3.5,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,960.0,2048.0,192.0,6008.0,32.707,3.0,7200.0,16000.0,373193.0
143388,2.66,4.0,4.0,1.0,8000.0,0.0,0.0,0.0,0.0,160.0,512.0,64.0,3200.0,2.048,1.0,7200.0,16000.0,131586.0
143389,1.6,4.0,8.0,0.0,0.0,0.0,0.0,1.0,6000.0,80.0,512.0,64.0,1400.0,3.1889999999999996,3.0,5400.0,8000.0,126780.0
143394,2.8,2.0,2.0,1.0,2000.0,0.0,0.0,0.0,0.0,44.0,256.0,256.0,1380.0,3.3280000000000003,2.0,7200.0,8000.0,72909.0
143400,3.4,2.0,2.0,1.0,6000.0,0.0,0.0,0.0,0.0,400.0,1024.0,128.0,4000.0,3.3280000000000003,2.0,15000.0,16000.0,223558.0
143417,2.0,2.0,2.0,0.0,0.0,1.0,2000.0,0.0,0.0,48.0,512.0,256.0,1600.0,2.0469999999999997,1.0,5400.0,8000.0,63981.0
143421,3.0,4.0,4.0,1.0,12000.0,0.0,0.0,0.0,0.0,64.0,1024.0,256.0,1600.0,3.072,2.0,5400.0,8000.0,170368.0
143422,2.4,4.0,4.0,1.0,8000.0,0.0,0.0,0.0,0.0,17.0,256.0,128.0,1400.0,3.3280000000000003,2.0,7200.0,64000.0,156479.0
143423,3.0,2.0,2.0,1.0,4000.0,0.0,0.0,0.0,0.0,96.0,768.0,384.0,1400.0,4.093999999999999,3.0,7200.0,8000.0,205332.0
143426,2.66,2.0,4.0,0.0,0.0,0.0,0.0,1.0,3000.0,800.0,1024.0,128.0,4800.0,1.024,1.0,5400.0,8000.0,100541.0
