,id,capacity,generation
67540,96448,1.023,2
67541,96450,2.038,2
67542,96451,2.047,2
67543,96452,1.527,1
67544,96453,0.767,1
67545,96454,3.071,2
67546,96455,2.56,2
67547,96456,0.896,
67548,96457,3.0,2
67549,96458,3.319,2
67550,96459,2.048,2
67551,96460,4.095,2
67552,96461,2.048,2
67553,96462,2.04,2
67554,96463,3.583,2
67555,96464,2.046,1
67556,96465,0.959,
67557,96466,3.328,2
67558,96467,3.583,2
67559,96468,3.327,2
67560,96469,1.984,2
67561,96470,3.071,2
67562,96471,8.19,2
67563,96472,0.767,1
67564,96473,2.047,2
67565,96474,2.879,2
67566,96475,0.512,1
67567,96476,2.047,2
67568,96477,2.047,2
67569,96479,3.327,2
67570,96480,2.047,2
67571,96481,3.328,2
67572,96482,2.048,2
67573,96483,3.07,2
67574,96484,1.983,1
67575,96485,3.071,2
67576,96486,3.07,2
67577,96487,3.327,2
67578,96488,1.024,
67579,96489,3.327,2
67580,96490,2.047,2
67581,96491,2.047,2
67582,96492,2.048,1
67583,96493,2.046,2
67584,96495,3.584,2
67585,96498,2.047,2
67586,96499,2.048,1
67587,96500,1.014,2
67588,96501,2.046,2
67589,96502,1.014,2
67590,96503,2.048,2
67591,96504,3.327,0
67592,96505,2.047,1
67593,96506,2.038,2
67594,96507,1.535,2
67595,96508,3.07,2
67596,96509,2.048,1
67597,96510,3.07,2
67598,96511,2.048,2
67599,96512,1.024,1
67600,96513,7.678,2
67601,96514,2.047,2
67602,96516,2.039,2
67603,96518,1.79,2
67604,96519,3.071,
67605,96520,1.014,
67606,96521,1.023,1
67607,96522,3.319,2
67608,96523,3.07,2
67609,96524,1.024,
67610,96525,3.327,2
67611,96526,1.024,1
67612,96527,2.047,1
67613,96528,3.327,2
67614,96529,1.023,2
67615,96530,2.046,2
67616,96532,0.759,0
67617,96533,1.28,1
67618,96534,0.512,0
67619,96535,3.327,2
67620,96536,2.047,1
67621,96538,3.047,2
67622,96539,2.047,2
67623,96540,2.046,2
67624,96541,3.327,1
67625,96542,4.095,2
67626,96543,8.192,2
67627,96544,3.072,2
67628,96545,2.038,2
67629,96546,2.047,1
67630,96548,3.262,2
67631,96549,3.582,2
67632,96550,0.768,1
67633,96551,1.792,2
67634,96552,0.255,1
67635,96553,1.792,2
67636,96555,1.527,1
67637,96556,0.895,2
67638,96557,2.048,1
67639,96558,2.048,2
67640,96561,3.327,2
67641,96562,2.047,2
67642,96565,1.023,1
67643,96566,4.095,2
67644,96567,8.191,2
67645,96568,3.326,2
67646,96570,2.559,1
67647,96571,2.558,2
67648,96572,1.983,2
67649,96573,1.024,1
67650,96574,2.03,2
67651,96575,1.023,1
67652,96577,0.512,1
67653,96578,2.046,2
67654,96579,2.3,2
67655,96580,2.048,2
67656,96581,2.047,2
67657,96582,2.048,
67658,96583,2.047,2
67659,96584,2.046,2
67660,96586,1.792,2
67661,96587,3.07,2
67662,96588,2.048,2
67663,96589,2.047,2
67664,96590,2.046,1
67665,96592,2.047,2
67666,96593,1.024,1
67667,96594,2.047,2
67668,96595,2.047,1
67669,96596,3.326,
67670,96598,1.024,
67671,96599,4.095,2
67672,96600,1.024,1
67673,96602,2.048,
67674,96603,1.983,
67675,96604,3.327,2
67676,96605,3.328,2
67677,96606,3.071,2
67678,96607,4.093,2
67679,96610,1.52,1
67680,96611,2.047,2
67681,96612,2.048,2
67682,96613,3.071,
67683,96614,2.048,2
67684,96615,3.582,2
67685,96616,3.328,2
67686,96617,4.095,2
67687,96618,2.038,2
67688,96619,2.046,2
67689,96620,0.247,1
67690,96621,1.024,2
67691,96622,2.046,2
67692,96623,4.096,2
67693,96625,1.272,2
67694,96626,2.047,2
67695,96628,1.272,2
67696,96629,1.918,1
67697,96630,2.048,2
67698,96631,1.536,1
67699,96632,3.583,2
67700,96633,2.047,2
67701,96634,2.048,2
67702,96635,4.094,2
67703,96636,2.046,2
67704,96637,1.024,2
67705,96638,2.048,
67706,96640,2.046,2
67707,96641,3.328,2
67708,96642,1.013,2
67709,96643,1.792,2
67710,96644,3.327,2
67711,96645,3.327,2
67712,96646,3.327,2
67713,96647,0.959,2
67714,96649,2.048,2
67715,96650,2.048,2
67716,96651,3.327,2
67717,96652,2.046,2
67718,96653,2.047,2
67719,96654,2.048,2
67720,96655,1.023,0
67721,96656,1.0,2
67722,96657,2.048,2
67723,96658,3.008,2
67724,96659,3.328,2
67725,96660,3.07,2
67726,96661,2.048,2
67727,96662,2.048,2
67728,96663,2.047,2
67729,96664,2.047,2
67730,96665,2.03,2
67731,96666,1.015,1
67732,96667,1.015,1
67733,96668,2.048,2
67734,96669,2.046,1
67735,96670,2.048,2
67736,96671,2.047,
67737,96672,1.023,1
67738,96673,2.048,2
67739,96674,2.048,2
67740,96675,1.023,1
67741,96678,2.048,2
67742,96680,0.503,1
67743,96681,0.991,1
67744,96683,3.582,2
67745,96685,3.326,2
67746,96686,2.048,2
67747,96690,3.071,2
67748,96691,4.094,2
67749,96693,3.326,2
67750,96694,2.015,2
67751,96695,1.024,1
67752,96696,3.328,2
67753,96697,2.048,2
67754,96698,1.024,1
67755,96699,2.016,1
67756,96700,2.047,2
67757,96701,2.047,1
67758,96702,0.247,1
67759,96703,2.048,2
67760,96704,2.048,
67761,96706,2.047,2
67762,96707,8.191,2
67763,96708,2.047,1
67764,96709,8.191,
67765,96710,4.096,2
67766,96711,2.048,2
67767,96712,1.023,2
67768,96713,2.046,2
67769,96714,2.048,
67770,96716,0.248,0
67771,96717,3.328,2
67772,96718,2.047,
67773,96719,3.328,2
67774,96720,0.48,1
67775,96721,1.024,1
67776,96723,1.536,1
67777,96724,1.008,1
67778,96725,1.019,2
67779,96726,3.071,
67780,96727,3.326,
67781,96728,2.048,2
67782,96729,3.328,
67783,96730,3.072,2
67784,96731,1.007,1
67785,96733,2.039,1
67786,96734,2.495,2
67787,96735,3.071,2
67788,96736,3.327,2
67789,96737,3.072,1
67790,96738,0.639,0
67791,96739,3.327,2
67792,96741,1.014,2
67793,96743,3.07,2
67794,96745,3.07,2
67795,96746,2.047,1
67796,96748,2.048,2
67797,96749,2.048,2
67798,96750,0.736,1
67799,96751,2.048,2
67800,96752,1.024,1
67801,96753,0.639,0
67802,96754,3.072,2
67803,96756,3.327,2
67804,96757,3.584,2
67805,96758,2.751,2
67806,96759,3.071,2
67807,96760,0.768,0
67808,96761,3.071,2
67809,96762,0.703,1
67810,96763,3.327,2
67811,96764,0.735,1
67812,96765,2.048,2
67813,96767,2.047,2
67814,96769,2.047,
67815,96770,3.008,2
67816,96771,2.039,1
67817,96772,2.048,1
67818,96773,3.326,2
67819,96775,0.512,1
67820,96778,2.048,1
67821,96779,1.015,2
67822,96780,2.046,2
67823,96781,1.016,2
67824,96782,2.048,
67825,96783,2.048,
67826,96784,3.071,2
67827,96785,2.048,2
67828,96788,1.023,1
67829,96789,2.815,2
67830,96790,1.024,0
67831,96791,1.024,0
67832,96792,1.024,1
67833,96793,1.024,
67834,96794,1.024,1
67835,96795,0.511,1
67836,96796,0.959,2
67837,96797,4.094,2
67838,96798,0.224,1
67839,96799,4.094,2
67840,96800,1.918,2
67841,96801,1.024,1
67842,96802,3.326,2
67843,96803,2.495,2
67844,96804,2.048,3
67845,96805,2.048,
67846,96806,1.271,1
67847,96807,3.071,
67848,96808,2.046,2
67849,96809,2.047,1
67850,96810,2.047,2
67851,96811,2.038,2
67852,96812,1.918,2
67853,96813,2.048,2
67854,96815,2.047,
67855,96816,3.07,
67856,96817,2.048,
67857,96818,3.326,2
67858,96819,1.272,1
67859,96820,1.272,1
67860,96821,2.048,2
67861,96822,2.048,2
67862,96823,2.047,2
67863,96824,2.046,2
67864,96825,1.536,1
67865,96827,3.327,2
67866,96828,2.048,2
67867,96829,3.072,2
67868,96830,2.047,
67869,96831,3.327,2
67870,96832,2.047,3
67871,96833,2.048,2
67872,96840,3.071,2
67873,96841,3.582,2
67874,96842,2.047,
67875,96843,1.52,1
67876,96844,2.039,2
67877,96845,1.536,1
67878,96846,2.046,2
67879,96847,1.023,1
67880,96848,2.048,1
67881,96849,0.511,1
67882,96850,2.047,2
67883,96851,1.023,2
67884,96853,1.79,2
67885,96854,2.048,2
67886,96855,1.016,1
67887,96856,2.047,
67888,96858,8.19,2
67889,96859,2.559,0
67890,96861,0.512,1
67891,96862,1.008,1
67892,96863,1.528,1
67893,96864,2.496,2
67894,96865,2.046,
67895,96866,2.047,2
67896,96867,3.072,2
67897,96868,0.447,1
67898,96869,2.047,2
67899,96870,1.662,2
67900,96871,1.015,2
67901,96872,3.328,2
67902,96873,2.03,2
67903,96874,2.047,2
67904,96875,3.328,2
67905,96876,2.048,1
67906,96878,3.582,2
67907,96879,3.328,2
67908,96880,2.047,2
67909,96881,3.455,1
67910,96882,3.582,2
67911,96883,1.024,
67912,96884,2.048,
67913,96885,2.048,3
67914,96886,2.048,2
67915,96887,0.96,1
67916,96888,3.071,
67917,96889,2.047,2
67918,96890,1.024,2
67919,96891,3.568,2
67920,96892,3.072,1
67921,96893,2.046,2
67922,96894,3.327,2
67923,96895,2.048,1
67924,96896,1.024,2
67925,96897,2.047,1
67926,96898,2.047,2
67927,96899,1.024,1
67928,96900,2.047,1
67929,96901,3.07,2
67930,96902,0.512,1
67931,96904,3.326,
67932,96905,2.048,1
67933,96906,2.037,2
67934,96907,7.916,2
67935,96908,3.007,2
67936,96909,2.048,1
67937,96910,3.326,2
67938,96911,2.047,2
67939,96912,3.583,2
67940,96913,2.047,1
67941,96914,3.072,2
67942,96915,1.015,2
67943,96916,0.504,1
67944,96920,2.04,1
67945,96921,2.048,2
67946,96922,2.048,2
67947,96923,1.024,2
67948,96924,2.495,2
67949,96925,2.047,1
67950,96927,2.047,1
67951,96928,1.023,2
67952,96929,0.511,2
67953,96930,2.046,2
67954,96931,1.024,1
67955,96932,2.046,2
67956,96933,2.048,2
67957,96934,2.048,2
67958,96935,2.032,2
67959,96937,1.279,1
67960,96938,2.047,1
67961,96939,2.048,2
67962,96940,3.054,2
67963,96941,4.096,2
67964,96942,2.046,2
67965,96943,2.046,2
67966,96944,0.511,1
67967,96947,2.047,2
67968,96948,4.095,2
67969,96951,1.024,
67970,96952,1.536,1
67971,96953,2.048,2
67972,96954,2.047,2
67973,96955,1.919,1
67974,96956,4.096,2
67975,96957,1.024,1
67976,96958,2.046,2
67977,96959,1.024,1
67978,96960,1.024,2
67979,96961,3.318,2
67980,96962,1.919,2
67981,96963,1.015,1
67982,96964,1.919,2
67983,96965,3.054,1
67984,96966,1.919,2
67985,96967,4.095,2
67986,96968,3.072,1
67987,96969,1.024,1
67988,96970,2.047,2
67989,96971,4.095,2
67990,96972,2.048,1
67991,96973,0.759,0
67992,96974,3.327,2
67993,96975,4.095,2
67994,96976,3.328,2
67995,96977,3.07,2
67996,96978,2.048,1
67997,96979,2.048,2
67998,96981,4.093,2
67999,96982,3.327,2
68000,96983,3.326,2
68001,96984,2.048,2
68002,96986,2.56,2
68003,96987,2.047,2
68004,96988,3.583,2
68005,96989,2.047,2
68006,96990,3.327,2
68007,96991,1.024,1
68008,96992,4.095,2
68009,96993,2.047,1
68010,96994,2.048,2
68011,96995,2.046,
68012,96996,0.511,1
68013,96997,0.503,1
68014,96998,2.047,1
68015,96999,1.503,1
68016,97001,3.583,2
68017,97002,2.047,
68018,97003,2.047,
68019,97004,1.024,2
68020,97005,2.046,2
68021,97010,3.583,2
68022,97011,0.96,1
68023,97012,2.047,2
68024,97014,2.04,1
68025,97017,3.583,2
68026,97018,2.048,2
68027,97020,1.024,0
68028,97021,0.991,1
68029,97022,0.447,1
68030,97023,1.015,1
68031,97024,2.047,2
68032,97025,2.048,2
68033,97026,3.327,2
68034,97027,2.047,1
68035,97029,1.791,2
68036,97030,1.024,2
68037,97031,2.047,1
68038,97032,0.991,1
68039,97034,1.016,1
68040,97036,1.024,1
68041,97037,3.582,2
68042,97038,2.048,2
68043,97039,2.047,2
68044,97040,3.071,
68045,97041,3.327,2
68046,97042,1.023,1
68047,97043,1.024,2
68048,97044,2.047,1
68049,97045,2.046,2
68050,97046,2.046,2
68051,97048,1.983,1
68052,97050,3.568,2
68053,97051,1.024,2
68054,97052,1.024,1
68055,97053,0.768,1
68056,97054,3.583,2
68057,97055,3.568,2
68058,97056,2.047,2
68059,97057,2.038,2
68060,97058,2.047,
68061,97059,3.071,
68062,97060,0.512,0
68063,97061,0.255,0
68064,97063,4.0,2
68065,97065,2.04,2
68066,97066,8.19,2
68067,97067,1.023,1
68068,97068,2.55,2
68069,97069,3.072,1
68070,97071,2.048,2
68071,97072,8.19,2
68072,97073,3.071,
68073,97074,2.048,2
68074,97077,3.327,2
68075,97079,4.095,2
68076,97080,3.327,2
68077,97081,2.047,2
68078,97082,3.327,2
68079,97083,2.047,3
68080,97084,2.048,2
68081,97085,2.047,3
68082,97087,2.048,2
68083,97088,3.583,2
68084,97089,3.328,2
68085,97090,8.19,2
68086,97091,1.919,
68087,97092,1.536,1
68088,97093,2.038,2
68089,97094,2.751,2
68090,97095,2.047,1
68091,97096,2.047,1
68092,97097,2.047,2
68093,97098,2.047,2
68094,97099,2.047,2
68095,97100,2.56,1
68096,97101,2.048,1
68097,97102,1.024,2
68098,97103,2.048,2
68099,97104,0.256,0
68100,97105,2.047,2
68101,97106,2.047,2
68102,97107,3.326,2
68103,97108,4.095,
68104,97109,0.639,0
68105,97110,1.791,
68106,97112,3.328,
68107,97113,2.048,1
68108,97115,2.046,
68109,97116,3.071,2
68110,97117,3.07,1
68111,97118,2.048,1
68112,97119,2.048,2
68113,97120,1.536,2
68114,97121,2.048,1
68115,97122,3.583,2
68116,97123,2.047,2
68117,97124,2.038,2
68118,97125,3.063,2
68119,97126,1.024,2
68120,97127,1.536,1
68121,97128,3.063,2
68122,97130,2.047,1
68123,97131,0.991,2
68124,97132,3.071,2
68125,97133,1.784,2
68126,97134,0.768,2
68127,97135,0.991,2
68128,97136,2.048,2
68129,97137,2.048,2
68130,97138,0.512,4
68131,97139,2.047,1
68132,97141,2.048,1
68133,97142,3.327,2
68134,97143,2.048,2
68135,97144,3.07,2
68136,97145,3.008,2
68137,97146,1.279,1
68138,97147,2.047,1
68139,97148,2.048,2
68140,97149,2.048,2
68141,97150,2.047,2
68142,97151,2.039,2
68143,97152,3.326,2
68144,97155,2.039,2
68145,97157,1.024,1
68146,97159,2.048,2
68147,97160,2.047,2
68148,97161,2.047,3
68149,97163,3.582,2
68150,97164,3.582,
68151,97165,2.047,1
68152,97166,0.511,1
68153,97167,1.536,1
68154,97168,2.048,2
68155,97169,2.048,1
68156,97170,3.327,2
68157,97171,2.029,2
68158,97172,2.048,1
68159,97173,2.047,1
68160,97174,1.012,1
68161,97175,3.071,2
68162,97176,2.047,1
68163,97177,3.327,2
68164,97178,1.92,2
68165,97179,1.023,1
68166,97180,2.047,2
68167,97181,1.023,1
68168,97182,2.047,1
68169,97183,1.024,1
68170,97184,3.071,
68171,97186,2.047,2
68172,97187,1.024,2
68173,97188,3.072,2
68174,97189,3.328,2
68175,97191,2.048,2
68176,97192,2.047,1
68177,97194,2.046,1
68178,97197,2.047,
68179,97198,2.806,2
68180,97199,3.328,
68181,97200,3.327,2
68182,97201,2.047,2
68183,97202,2.047,2
68184,97203,2.047,2
68185,97205,3.583,2
68186,97206,3.328,2
68187,97209,2.046,1
68188,97210,2.046,2
68189,97211,3.07,2
68190,97212,2.046,2
68191,97213,1.024,1
68192,97216,3.07,2
68193,97217,8.191,2
68194,97220,3.583,2
68195,97221,0.512,0
68196,97222,2.048,
68197,97224,2.048,2
68198,97225,2.048,2
68199,97226,1.792,2
68200,97227,3.054,
68201,97228,3.328,
68202,97229,2.048,2
68203,97230,3.054,2
68204,97232,2.047,1
68205,97233,2.042,2
68206,97234,2.047,1
68207,97235,8.191,2
68208,97236,2.048,2
68209,97237,2.048,2
68210,97238,2.048,2
68211,97239,3.327,2
68212,97242,3.582,2
68213,97243,3.326,2
68214,97244,3.07,2
68215,97245,3.326,2
68216,97247,0.623,
68217,97249,2.048,2
68218,97250,0.223,
68219,97251,1.791,2
68220,97252,0.959,0
68221,97253,2.047,0
68222,97254,3.007,
68223,97255,3.198,2
68224,97256,3.007,
68225,97257,2.047,0
68226,97258,3.007,
68227,97259,3.327,3
68228,97260,0.768,0
68229,97263,3.322,2
68230,97264,0.48,2
68231,97265,3.327,2
68232,97266,2.807,2
68233,97267,3.328,2
68234,97268,1.791,2
68235,97269,1.023,2
68236,97270,2.048,2
68237,97271,2.048,2
68238,97272,2.048,2
68239,97273,2.046,2
68240,97274,2.047,2
68241,97275,3.327,
68242,97277,3.327,
68243,97278,3.327,2
68244,97279,1.024,1
68245,97280,2.046,2
68246,97281,2.04,2
68247,97282,1.536,1
68248,97283,2.048,1
68249,97284,1.215,1
68250,97285,2.048,2
68251,97286,3.063,2
68252,97287,2.047,0
68253,97288,3.327,2
68254,97289,3.327,1
68255,97290,2.047,2
68256,97291,4.095,
68257,97292,3.327,2
68258,97293,2.046,2
68259,97294,2.031,1
68260,97295,2.04,1
68261,97296,2.047,2
68262,97297,2.047,2
68263,97298,3.071,2
68264,97300,3.583,2
68265,97302,2.048,2
68266,97303,8.191,3
68267,97304,3.319,2
68268,97305,2.047,2
68269,97306,1.152,0
68270,97307,2.048,2
68271,97308,3.327,2
68272,97309,1.024,
68273,97310,2.04,2
68274,97311,3.326,2
68275,97312,2.04,2
68276,97313,3.008,2
68277,97314,3.327,2
68278,97315,2.047,2
68279,97316,2.04,2
68280,97317,1.536,1
68281,97319,2.046,2
68282,97320,3.071,2
68283,97321,1.536,1
68284,97322,3.583,2
68285,97323,2.048,2
68286,97324,2.046,2
68287,97325,1.023,1
68288,97326,1.919,2
68289,97328,3.328,2
68290,97329,2.046,2
68291,97330,3.574,2
68292,97331,8.19,2
68293,97333,1.536,1
68294,97334,3.327,2
68295,97335,2.046,2
68296,97336,3.327,2
68297,97337,3.328,2
68298,97338,4.026,2
68299,97339,1.919,2
68300,97340,4.026,2
68301,97341,3.071,2
68302,97342,2.047,2
68303,97343,3.071,2
68304,97344,2.56,2
68305,97348,2.047,2
68306,97349,2.048,2
68307,97350,1.023,2
68308,97354,3.328,2
68309,97355,4.026,2
68310,97356,0.735,2
68311,97357,3.328,2
68312,97358,3.07,2
68313,97359,3.071,2
68314,97360,3.071,2
68315,97361,4.095,2
68316,97362,2.046,2
68317,97363,3.582,1
68318,97365,3.322,2
68319,97366,2.046,2
68320,97367,0.51,
68321,97368,1.024,1
68322,97369,2.046,2
68323,97370,4.094,2
68324,97372,2.047,2
68325,97375,1.526,1
68326,97376,2.048,2
68327,97377,1.023,2
68328,97378,3.583,2
68329,97380,2.048,2
68330,97381,4.095,2
68331,97382,8.19,
68332,97384,3.326,2
68333,97386,2.047,2
68334,97387,2.048,2
68335,97388,1.791,2
68336,97395,2.046,2
68337,97396,2.046,2
68338,97398,2.56,2
68339,97399,4.096,2
68340,97402,2.048,2
68341,97403,2.048,2
68342,97404,2.047,1
68343,97405,3.071,2
68344,97407,2.558,2
68345,97408,2.558,2
68346,97409,2.039,2
68347,97412,2.047,2
68348,97413,2.048,2
68349,97414,2.047,2
68350,97416,2.047,2
68351,97417,2.815,2
68352,97418,3.582,2
68353,97419,2.047,1
68354,97420,1.016,1
68355,97421,3.072,1
68356,97422,3.07,
68357,97423,3.583,2
68358,97424,2.048,2
68359,97425,2.047,2
68360,97427,2.047,2
68361,97428,2.814,2
68362,97430,2.047,2
68363,97431,2.047,2
68364,97432,3.327,2
68365,97433,2.047,1
68366,97434,1.272,1
68367,97435,2.048,2
68368,97436,1.016,2
68369,97438,2.0,2
68370,97439,0.504,1
68371,97441,3.071,2
68372,97442,2.048,2
68373,97443,2.56,2
68374,97444,2.048,1
68375,97445,2.56,2
68376,97446,0.384,0
68377,97447,2.046,2
68378,97448,2.047,2
68379,97449,1.919,2
68380,97450,0.735,1
68381,97451,3.328,2
68382,97452,2.048,2
68383,97453,1.536,1
68384,97454,3.327,2
68385,97457,2.038,2
68386,97459,1.526,1
68387,97460,2.047,
68388,97461,2.038,2
68389,97462,3.327,2
68390,97463,2.047,0
68391,97464,2.047,
68392,97465,2.56,2
68393,97466,3.328,2
68394,97467,2.047,2
68395,97468,2.56,2
68396,97470,3.072,2
68397,97471,2.048,2
68398,97472,2.047,2
68399,97473,3.575,2
68400,97474,3.327,2
68401,97475,2.047,2
68402,97476,3.314,2
68403,97477,2.043,
68404,97480,3.327,2
68405,97481,2.048,2
68406,97482,2.038,2
68407,97483,2.048,2
68408,97484,3.327,2
68409,97486,2.039,
68410,97488,2.048,1
68411,97489,1.014,2
68412,97490,3.583,2
68413,97491,2.048,2
68414,97492,3.07,
68415,97493,0.448,2
68416,97494,3.071,2
68417,97496,2.047,2
68418,97497,0.447,2
68419,97498,2.048,2
68420,97499,0.511,0
68421,97501,0.447,2
68422,97503,1.472,2
68423,97504,4.026,2
68424,97505,2.304,1
68425,97507,2.048,2
68426,97508,3.071,
68427,97510,2.047,2
68428,97511,2.048,2
68429,97512,2.048,
68430,97513,0.96,1
68431,97514,3.007,2
68432,97515,3.327,2
68433,97516,2.048,2
68434,97518,2.047,
68435,97519,2.048,1
68436,97520,2.047,2
68437,97521,0.512,0
68438,97522,3.583,2
68439,97523,3.072,2
68440,97524,1.023,1
68441,97525,0.767,1
68442,97526,2.047,2
68443,97527,1.791,2
68444,97528,2.047,
68445,97530,3.071,2
68446,97531,3.072,2
68447,97532,3.071,
68448,97533,0.384,
68449,97534,2.048,1
68450,97535,1.024,2
68451,97536,2.047,2
68452,97537,0.512,1
68453,97538,2.046,2
68454,97540,3.062,2
68455,97541,2.048,2
68456,97542,2.046,2
68457,97544,2.046,
68458,97545,2.048,2
68459,97546,2.048,1
68460,97547,2.047,
68461,97548,3.327,2
68462,97549,2.048,2
68463,97550,2.048,1
68464,97551,3.327,2
68465,97552,4.096,2
68466,97553,3.584,2
68467,97554,2.047,
68468,97555,3.008,2
68469,97557,3.583,2
68470,97558,7.933,2
68471,97559,2.047,3
68472,97560,2.048,
68473,97561,3.328,2
68474,97562,2.048,1
68475,97563,3.328,2
68476,97565,0.759,0
68477,97566,0.959,2
68478,97567,2.048,2
68479,97568,2.03,2
68480,97570,1.024,2
68481,97571,2.047,2
68482,97572,1.024,2
68483,97573,3.327,2
68484,97574,3.328,2
68485,97575,3.072,1
68486,97577,0.503,
68487,97578,2.048,1
68488,97579,2.048,2
68489,97580,2.048,1
68490,97581,2.047,
68491,97582,2.046,2
68492,97583,2.046,2
68493,97584,2.048,2
68494,97585,3.072,2
68495,97586,2.047,2
68496,97587,0.512,1
68497,97588,2.047,
68498,97589,2.047,2
68499,97590,2.048,2
68500,97591,2.038,
68501,97592,3.054,2
68502,97594,16.382,2
68503,97595,0.503,1
68504,97597,3.326,2
68505,97598,3.007,2
68506,97599,1.015,1
68507,97600,3.326,
68508,97602,3.326,2
68509,97603,2.56,2
68510,97604,8.19,
68511,97605,3.326,2
68512,97606,8.19,
68513,97607,4.096,2
68514,97608,2.048,2
68515,97609,1.015,1
68516,97610,3.328,2
68517,97611,3.583,2
68518,97612,1.918,2
68519,97613,1.015,1
68520,97614,6.142,2
68521,97615,2.038,1
68522,97616,2.048,2
68523,97617,2.038,2
68524,97618,1.792,
68525,97619,3.583,2
68526,97620,2.048,1
68527,97621,3.328,2
68528,97622,1.535,1
68529,97624,3.327,
68530,97625,3.327,2
68531,97626,2.048,2
68532,97628,2.047,1
68533,97629,2.038,2
68534,97630,2.047,3
68535,97633,3.327,2
68536,97634,2.047,2
68537,97635,3.323,2
68538,97636,3.327,2
68539,97637,0.767,2
68540,97638,1.791,2
68541,97639,2.048,2
68542,97640,2.048,2
68543,97641,3.327,
68544,97642,2.048,2
68545,97643,1.918,2
68546,97644,0.64,0
68547,97646,2.046,1
68548,97647,2.047,2
68549,97648,3.327,2
68550,97650,1.791,2
68551,97651,2.047,2
68552,97652,3.328,2
68553,97653,1.918,2
68554,97654,3.328,2
68555,97655,4.096,
68556,97656,2.047,2
68557,97657,3.071,
68558,97658,2.048,2
68559,97659,2.047,2
68560,97660,0.512,2
68561,97661,3.328,
68562,97662,2.047,1
68563,97663,3.054,2
68564,97664,3.327,2
68565,97665,2.048,2
68566,97666,2.048,2
68567,97667,2.048,2
68568,97669,3.053,1
68569,97670,3.071,2
68570,97671,3.327,2
68571,97672,3.454,2
68572,97673,2.046,2
68573,97674,2.047,2
68574,97675,2.046,2
68575,97676,2.046,2
68576,97677,2.048,2
68577,97678,2.048,2
68578,97679,1.024,
68579,97681,3.327,2
68580,97683,3.327,2
68581,97684,2.048,1
68582,97686,1.918,2
68583,97688,2.047,
68584,97689,2.048,2
68585,97690,2.047,2
68586,97692,3.327,2
68587,97693,3.583,2
68588,97694,3.328,0
68589,97695,3.583,2
68590,97696,1.024,1
68591,97697,2.047,
68592,97698,1.536,1
68593,97699,0.256,0
68594,97700,3.071,2
68595,97701,3.328,2
68596,97703,2.047,
68597,97704,3.071,2
68598,97705,2.048,2
68599,97706,3.328,2
68600,97707,2.048,2
68601,97708,1.024,1
68602,97709,1.023,2
68603,97710,2.047,1
68604,97711,1.535,2
68605,97712,3.07,2
68606,97714,2.047,
68607,97715,3.328,1
68608,97716,2.047,1
68609,97717,2.048,1
68610,97719,2.048,2
68611,97720,1.535,1
68612,97721,2.56,2
68613,97722,2.048,1
68614,97723,3.328,2
68615,97724,3.072,2
68616,97725,3.327,2
68617,97727,2.048,4
68618,97729,0.96,1
68619,97730,2.048,2
68620,97731,2.048,2
68621,97732,3.071,
68622,97733,2.047,2
68623,97734,2.048,2
68624,97735,0.512,2
68625,97737,0.512,1
68626,97738,4.095,2
68627,97739,3.583,2
68628,97741,3.327,2
68629,97742,0.384,0
68630,97744,3.327,2
68631,97746,2.047,
68632,97748,2.047,
68633,97749,0.736,1
68634,97750,2.047,2
68635,97752,2.048,1
68636,97753,3.582,
68637,97754,3.327,2
68638,97755,1.024,2
68639,97756,1.024,2
68640,97757,1.536,1
68641,97758,2.046,1
68642,97759,2.047,2
68643,97761,0.768,1
68644,97762,3.328,2
68645,97763,2.047,
68646,97764,2.047,2
68647,97765,0.96,1
68648,97766,1.472,2
68649,97767,0.512,1
68650,97768,2.047,2
68651,97769,3.072,2
68652,97770,1.272,1
68653,97771,1.272,1
68654,97773,2.047,
68655,97774,2.814,2
68656,97775,3.319,2
68657,97776,3.328,2
68658,97777,8.19,
68659,97779,2.047,
68660,97780,3.327,
68661,97782,3.327,
68662,97783,1.535,1
68663,97784,0.256,0
68664,97785,2.047,3
68665,97786,2.048,2
68666,97787,1.535,1
68667,97788,2.029,
68668,97789,1.536,2
68669,97790,1.024,1
68670,97791,2.046,2
68671,97792,3.326,2
68672,97793,2.048,1
68673,97794,2.048,2
68674,97795,2.046,2
68675,97796,2.047,2
68676,97797,3.328,
68677,97798,2.047,2
68678,97799,0.224,1
68679,97800,2.016,1
68680,97801,2.047,2
68681,97802,3.326,2
68682,97803,2.048,2
68683,97804,0.503,1
68684,97805,3.583,2
68685,97806,0.48,1
68686,97807,2.048,2
68687,97809,3.326,2
68688,97810,2.047,2
68689,97811,2.046,2
68690,97812,1.92,2
68691,97813,1.536,1
68692,97814,3.072,1
68693,97815,3.327,
68694,97816,2.047,2
68695,97817,2.029,2
68696,97818,8.19,2
68697,97819,3.071,2
68698,97820,3.071,1
68699,97821,3.583,
68700,97822,3.582,2
68701,97823,3.326,2
68702,97824,4.095,2
68703,97826,2.047,
68704,97827,2.048,1
68705,97828,1.024,1
68706,97829,3.071,2
68707,97830,1.023,2
68708,97831,4.096,2
68709,97832,3.327,2
68710,97833,4.095,2
68711,97834,2.047,1
68712,97835,2.047,2
68713,97836,0.639,0
68714,97837,3.328,2
