,0,name,url,capacity,read_speed,write_speed,std_size,interface,type,thikness,PRICE
457,536,プリンストン PHD-PS240GU,https://kakaku.com/item/K0001186879/,240.0,1000.0,800.0,0,USB,3DTLCNAND,0,9235
458,537,ADATA Ultimate SU800 ASU800SS-512GT-C,https://kakaku.com/item/K0000903569/,512.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,9757
459,538,IODATA GigaCrysta E.A.G.L SSD-GC256M2,https://kakaku.com/item/K0001204459/,256.0,3090.0,1040.0,M.2(Type2280),PCI-Express,0,7.5mm,9775
460,539,エレコム ESD-EC0480GBK [ブラック],https://kakaku.com/item/K0001078818/,480.0,410.0,400.0,0,USB,TLC,0,9866
461,540,ロジテック 【直販モデル】 LMD-SM256UC,https://kakaku.com/item/K0001220796/,256.0,3090.0,1035.0,0,PCI-Express,0,0,9900
462,541,トランセンド TS480GESD230C [ブラック],https://kakaku.com/item/K0001127441/,480.0,520.0,460.0,2.5インチ,USB,3DNAND,0,9980
463,542,PLEXTOR PX-128M6Pro,https://kakaku.com/item/K0000682921/,128.0,545.0,330.0,2.5インチ,SerialATA6Gb/s,0,6.8mm,10363
464,543,レキサーメディア Professional Workflow DD256 LRWDD256CRBJP,https://kakaku.com/item/K0000847760/,256.0,450.0,245.0,0,USB,0,0,11070
465,545,トランセンド MTS800 TS256GMTS800S,https://kakaku.com/item/K0001018672/,256.0,500.0,450.0,M.2(Type2280),SerialATA6Gb/s,NANDMLC,3.58mm,11800
466,548,ADATA SC660H ASC660H-960GU31-CTI [チタン],https://kakaku.com/item/K0001180657/,960.0,440.0,430.0,0,USB,3DNAND,0,11922
467,549,トランセンド JetDrive 850 TS240GJDM850,https://kakaku.com/item/K0001104676/,240.0,1600.0,700.0,0,PCI-Express,3DNAND,0.8mm,11992
468,550,KingSpec P3-1TB,https://kakaku.com/item/K0001042818/,1000.0,570.0,550.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,12455
469,551,エレコム ESD-IB0480G,https://kakaku.com/item/K0001121679/,480.0,500.0,430.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,12530
470,552,IODATA SSPH-UT960K [スモーキーブラック],https://kakaku.com/item/K0001148059/,960.0,340.0,300.0,0,USB,0,0,12643
471,554,グリーンハウス GH-SSDS25A960,https://kakaku.com/item/K0001136535/,960.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,12830
472,555,グリーンハウス GH-SSDU3C960,https://kakaku.com/item/K0001222105/,960.0,380.0,340.0,0,USB,TLC,0,12998
473,556,エレコム ESD-GMIA0512G,https://kakaku.com/item/K0001162854/,512.0,3400.0,2000.0,M.2(Type2280),PCI-Express,TLC,3mm,13050
474,557,ダダンドール ：DXQZ DDSS512G01BK,https://kakaku.com/item/K0001226108/,512.0,1050.0,970.0,0,USB,3DNAND,0,13490
475,558,プリンストン PHD-PS480GU,https://kakaku.com/item/K0001186880/,480.0,1000.0,900.0,0,USB,3DTLCNAND,0,13624
476,559,IODATA SSPH-UA960NV,https://kakaku.com/item/K0001175386/,960.0,440.0,430.0,0,USB,0,0,14165
477,561,Silicon Power Bolt B75 SP010TBPSDB75SCS [シルバー],https://kakaku.com/item/K0001166503/,1000.0,440.0,430.0,0,USB,0,0,14620
478,562,Team T-FORCE DELTA RGB SSD T253TR250G3C413 [ホワイト],https://kakaku.com/item/K0001109874/,250.0,560.0,500.0,2.5インチ,SerialATA6Gb/s,0,9.5mm,14707
479,563,トランセンド TS1TMTE110S,https://kakaku.com/item/K0001121789/,1000.0,1700.0,1500.0,M.2(Type2280),PCI-Express,3DNAND,3.58mm,14800
480,564,グリーンハウス GH-SSDTB3A240,https://kakaku.com/item/K0001096011/,240.0,1400.0,750.0,2.5インチ,0,TLC,0,15710
481,567,PLEXTOR S3C PX-512S3C,https://kakaku.com/item/K0000972289/,512.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,TLC,6.8mm,17347
482,568,Colorful SL500 1TB,https://kakaku.com/item/K0001108921/,1024.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,17880
483,569,インテル D3-S4610 SSDSC2KG240G801,https://kakaku.com/item/K0001105354/,240.0,560.0,320.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,18780
484,570,トランセンド TS256GMTS800,https://kakaku.com/item/K0000669348/,256.0,560.0,310.0,M.2(Type2280),SerialATA6Gb/s,MLC,3.5mm,19138
485,571,エレコム ESD-EF1000GBK [ブラック],https://kakaku.com/item/K0001188708/,1000.0,430.0,420.0,0,USB,0,0,19870
486,572,トランセンド JetDrive 850 TS480GJDM850,https://kakaku.com/item/K0001104677/,480.0,1600.0,1300.0,0,PCI-Express,3DNAND,0.8mm,20469
487,573,ロジテック 【直販モデル】 LMD-SM1024UC,https://kakaku.com/item/K0001220798/,1024.0,3470.0,2750.0,0,PCI-Express,0,0,21670
488,574,サムスン 850 EVO mSATA MZ-M5E1T0B/IT,https://kakaku.com/item/K0000770814/,1000.0,540.0,520.0,mSATA,SerialATA6Gb/s,3DV-NAND,3.85mm,21949
489,575,IODATA GigaCrysta E.A.G.L SSPX-GC1T,https://kakaku.com/item/K0001204458/,1000.0,450.0,440.0,0,USB,0,0,21985
490,576,ダダンドール ：DXQZ DDSS001T01BK,https://kakaku.com/item/K0001226109/,1000.0,1050.0,970.0,0,USB,3DNAND,0,21990
491,577,プリンストン PHD-PS960GU,https://kakaku.com/item/K0001186881/,960.0,1000.0,950.0,0,USB,3DTLCNAND,0,22663
492,579,addlink X70 ad1TBX70M2P,https://kakaku.com/item/K0001218797/,1000.0,3400.0,3000.0,M.2(Type2280),PCI-Express,3DTLCNAND,9.1mm,22800
493,581,トランセンド MTS800 TS512GMTS800S,https://kakaku.com/item/K0001018673/,512.0,500.0,450.0,M.2(Type2280),SerialATA6Gb/s,NANDMLC,3.58mm,23800
494,582,ADATA XPG SX6000 Lite ASX6000LNP-1TT-C,https://kakaku.com/item/K0001127378/,1000.0,1800.0,1200.0,M.2(Type2280),PCI-Express,3DNAND,2.15mm,24484
495,583,エレコム ESD-GMIA1024G,https://kakaku.com/item/K0001162855/,1000.0,3400.0,2600.0,M.2(Type2280),PCI-Express,TLC,3mm,24490
496,584,キングストン KC2000 NVMe PCIe SSD SKC2000M8/1000G,https://kakaku.com/item/K0001226690/,1000.0,3200.0,2200.0,M.2(Type2280),PCI-Express,3DTLC,3.5mm,24563
497,585,トランセンド JetDrive 520 TS480GJDM520,https://kakaku.com/item/K0000680353/,480.0,570.0,460.0,0,SerialATA6Gb/s,MLC,0,24800
498,588,IODATA GigaCrysta E.A.G.L SSD-GC1TM2,https://kakaku.com/item/K0001204461/,1000.0,3430.0,3230.0,M.2(Type2280),PCI-Express,0,8.8mm,27715
499,589,プリンストン ULTRA PLUS PHD-GS960GU,https://kakaku.com/item/K0001149187/,960.0,1000.0,950.0,0,USB,3DTLCNAND,0,28331
500,590,インテル D3-S4510 SSDSC2KB960G801,https://kakaku.com/item/K0001102554/,960.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,28498
501,591,crucial MX500 CT2000MX500SSD1,https://kakaku.com/item/K0001024637/,2000.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,28670
502,592,PLEXTOR M9Pe(Y) PX-1TM9PeY,https://kakaku.com/item/K0001024375/,1000.0,3200.0,2100.0,0,PCI-Express,BiCS33DTLC,22.39mm,29517
503,593,サムスン 950 PRO M.2 MZ-V5P256B/IT,https://kakaku.com/item/K0000829333/,256.0,2200.0,900.0,M.2(Type2280),PCI-Express,V-NAND,2.38mm,30580
504,594,GIGABYTE AORUS GP-ASACNE2100TTTDR,https://kakaku.com/item/K0001169090/,1000.0,3480.0,3080.0,0,PCI-Express,3DTLC,21.6mm,30927
505,595,トランセンド SSD420 TS512GSSD420K,https://kakaku.com/item/K0001056422/,512.0,570.0,470.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,33173
506,596,ADATA Ultimate SU900 ASU900SS-1TM-C,https://kakaku.com/item/K0000930691/,1000.0,560.0,525.0,2.5インチ,SerialATA6Gb/s,3DMLC,7mm,34723
507,597,パナソニック RP-SUD512P3 [シルバー],https://kakaku.com/item/K0000971407/,512.0,400.0,400.0,0,USB,TLC,0,36097
508,598,PLEXTOR PX-512M6Pro,https://kakaku.com/item/K0000682923/,512.0,545.0,490.0,2.5インチ,SerialATA6Gb/s,0,6.8mm,37980
509,601,ダダンドール ：DXQZ DDSS002T01BK,https://kakaku.com/item/K0001226110/,2000.0,1050.0,950.0,0,USB,3DNAND,0,39800
510,602,トランセンド MTS800 TS1TMTS800,https://kakaku.com/item/K0000859233/,1000.0,560.0,460.0,M.2(Type2280),SerialATA6Gb/s,MLC,3.5mm,42979
511,603,トランセンド JetDrive 725 TS960GJDM725,https://kakaku.com/item/K0000680360/,960.0,570.0,460.0,0,SerialATA6Gb/s,MLC,0,45980
512,604,パナソニック RP-SBD512P3 [シルバー],https://kakaku.com/item/K0001111118/,512.0,1500.0,1000.0,0,0,0,0,46590
513,605,crucial MX300 CT1050MX300SSD1/JP,https://kakaku.com/item/K0000955619/,1050.0,530.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,48300
514,607,トランセンド SSD420 TS1TSSD420K,https://kakaku.com/item/K0001056423/,1000.0,570.0,470.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,71961
515,608,HGST G-DRIVE mobile SSD R-Series 2000GB 0G06054,https://kakaku.com/item/K0001031115/,2000.0,560.0,560.0,0,USB,0,0,72360
516,609,インテル D3-S4610 SSDSC2KG019T801,https://kakaku.com/item/K0001105353/,1920.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,73535
517,610,サムスン 860 EVO MZ-76E4T0B/IT,https://kakaku.com/item/K0001027987/,4000.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND3bitMLC,6.8mm,81989
518,611,インテル D3-S4510 SSDSC2KB038T801,https://kakaku.com/item/K0001083154/,3840.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,96359
519,612,IBM 43W7726,https://kakaku.com/item/K0000353599/,50.0,140.0,18.0,1.8インチ,SerialATA,0,0,140054
520,613,インテル DC S4500 SSDSC2KB038T701,https://kakaku.com/item/K0000993269/,3800.0,500.0,470.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,275517
521,614,ユニスター SEKITOBA TM110A-S25-M128G34,https://kakaku.com/item/K0000148980/,128.0,270.0,200.0,2.5インチ,SerialATA,MLC,9.5mm,293500
522,615,IBM 43W7746,https://kakaku.com/item/K0000353600/,200.0,150.0,35.0,1.8インチ,SerialATA,0,0,472983
523,616,エレコム ESD-EC0120GWH [ホワイト],https://kakaku.com/item/K0001038561/,120.0,410.0,400.0,0,USB,TLC,0,5337
524,617,バッファロー SSD-PM240U3-B/N [ブラック],https://kakaku.com/item/K0000923828/,240.0,421.6,370.0,0,USB,0,0,5652
525,618,キングストン UV500 SSD SUV500M8/240G,https://kakaku.com/item/K0001051557/,240.0,520.0,500.0,M.2(Type2280),SerialATA6Gb/s,3DTLC,3.5mm,7336
526,619,Silicon Power SP120GBSS3S70S25 [シャンパンゴールド],https://kakaku.com/item/K0000637222/,120.0,557.0,507.0,2.5インチ,SerialATA6Gb/s,MLC,7mm,7557
527,621,PLEXTOR M9Pe(Y) PX-256M9PeY,https://kakaku.com/item/K0001024373/,256.0,3000.0,1000.0,0,PCI-Express,BiCS33DTLC,22.39mm,10536
528,622,トランセンド TS64GPSD330,https://kakaku.com/item/K0000505985/,64.0,115.0,64.0,2.5インチ,IDE,MLC,7.4mm,10593
529,623,バッファロー SSD-PZN240U3-BK,https://kakaku.com/item/K0000834471/,240.0,360.0,360.0,0,USB,0,0,18579
530,624,サムスン T7 Touch MU-PC500S/IT [シルバー],https://kakaku.com/item/K0001226556/,500.0,1050.0,1000.0,0,USB,0,0,22167
531,626,サムスン T7 Touch MU-PC1T0K/IT [ブラック],https://kakaku.com/item/K0001226557/,1000.0,1050.0,1000.0,0,USB,0,0,33367
532,627,サムスン T7 Touch MU-PC1T0S/IT [シルバー],https://kakaku.com/item/K0001226558/,1000.0,1050.0,1000.0,0,USB,0,0,33367
533,628,サムスン T7 Touch MU-PC2T0K/IT [ブラック],https://kakaku.com/item/K0001226559/,2000.0,1050.0,1000.0,0,USB,0,0,58867
534,629,HGST G-DRIVE ev RaW SSD 2000GB JP 0G06034,https://kakaku.com/item/K0001018813/,2000.0,425.0,425.0,2.5インチ,USB,0,0,94175
535,630,GIGABYTE AORUS GP-ASACNE6800TTTDA,https://kakaku.com/item/K0001216439/,8000.0,15000.0,15000.0,0,PCI-Express,BiCS43DTLC,21.59mm,215868
536,631,トランセンド MTS400 TS32GMTS400S,https://kakaku.com/item/K0001021158/,32.0,560.0,460.0,M.2(Type2242),SerialATA6Gb/s,NANDMLC,3.58mm,2780
537,632,KINGMAX KM120GSMV32,https://kakaku.com/item/K0001043869/,120.0,500.0,300.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,2870
538,633,Colorful SL300 160G PINK Limited Edition [PINK],https://kakaku.com/item/K0001043015/,160.0,530.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3080
539,634,HI-DISC HDSSD120GJP3,https://kakaku.com/item/K0001031706/,120.0,550.0,450.0,2.5インチ,SerialATA6Gb/s,0,7mm,3199
540,635,LITEON PH6-CE120-L1,https://kakaku.com/item/K0001140220/,120.0,560.0,460.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3272
541,636,KingFast F6 PRO 2710DCS23-120,https://kakaku.com/item/K0001004406/,120.0,400.0,390.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,3276
542,637,addlink S20 ad120GBS20S3S,https://kakaku.com/item/K0001217878/,120.0,510.0,400.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,3280
543,639,バッファロー SSD-PL120U3-BK/N [ブラック],https://kakaku.com/item/K0000986770/,120.0,340.0,320.0,0,USB,0,0,3380
544,640,エレコム ESD-JEC0120GBK [ブラック],https://kakaku.com/item/K0001082288/,120.0,350.0,350.0,0,USB,TLC,0,3780
545,641,エレコム ESD-JEC0120GWH [ホワイト],https://kakaku.com/item/K0001082289/,120.0,350.0,350.0,0,USB,TLC,0,3780
546,642,トランセンド TS64GMTS800,https://kakaku.com/item/K0000669346/,64.0,560.0,310.0,M.2(Type2280),SerialATA6Gb/s,MLC,3.5mm,3892
547,643,エレコム ESD-EA0120GRD [レッド],https://kakaku.com/item/K0000909920/,120.0,350.0,60.0,0,USB,TLC,0,3980
548,644,LITEON PH6-CE120-G,https://kakaku.com/item/K0001093173/,120.0,560.0,460.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,4049
549,645,トランセンド MTS800 TS64GMTS800S,https://kakaku.com/item/K0001018670/,64.0,500.0,450.0,M.2(Type2280),SerialATA6Gb/s,NANDMLC,3.58mm,4054
550,646,トランセンド TS64GMTS600,https://kakaku.com/item/K0000669341/,64.0,560.0,310.0,M.2(Type2260),SerialATA6Gb/s,MLC,3.5mm,4138
551,647,トランセンド MTS400 TS64GMTS400S,https://kakaku.com/item/K0001018674/,64.0,560.0,460.0,M.2(Type2242),SerialATA6Gb/s,NANDMLC,3.58mm,4180
552,648,エレコム LimitEx series ESD-EB0240GBK [ブラック],https://kakaku.com/item/K0000955318/,240.0,430.0,430.0,0,USB,TLC,0,4280
553,649,ADTEC AD-L10D128G-25I,https://kakaku.com/item/K0001095945/,128.0,560.0,300.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,4303
554,650,エレコム ESD-ED0240GRD [レッド],https://kakaku.com/item/K0001078815/,240.0,300.0,200.0,0,USB,TLC,0,4416
555,651,エレコム ESD-ED0240GWH [ホワイト],https://kakaku.com/item/K0001078816/,240.0,300.0,200.0,0,USB,TLC,0,4416
556,652,バッファロー SSD-PL240U3-BK,https://kakaku.com/item/K0000961671/,240.0,340.0,320.0,0,USB,0,0,4418
557,653,PLEXTOR S3G PX-128S3G,https://kakaku.com/item/K0000972290/,128.0,550.0,500.0,M.2(Type2280),SerialATA6Gb/s,TLC,2.3mm,4441
558,654,SANDISK Z400s SD8SBAT-128G-1122,https://kakaku.com/item/K0000816262/,128.0,546.0,182.0,2.5インチ,SerialATA6Gb/s,0,7mm,4549
559,655,SUPER TALENT DuraDrive ZT4 FEU032MD1X,https://kakaku.com/item/K0000857252/,32.0,110.0,45.0,1.8インチ,ZIF,MLC,5mm,4730
560,656,HI-DISC HDEXSSD240GPM10TD,https://kakaku.com/item/K0001055858/,240.0,400.0,380.0,0,USB,0,0,4780
561,657,ESSENCORE KLEVV NEO N500 D240GAA-N500,https://kakaku.com/item/K0001093662/,240.0,520.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,4793
562,658,KINGMAX KM240GKE31WE [White],https://kakaku.com/item/K0001127437/,240.0,400.0,390.0,0,USB,3DNAND,0,4880
563,659,KINGMAX KM240GSMV32,https://kakaku.com/item/K0001043870/,240.0,500.0,410.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,4940
564,660,ADATA SC680 ASC680-240GU32G2-CBL [ブルー],https://kakaku.com/item/K0001193828/,240.0,530.0,460.0,0,USB,3DNAND,0,4978
565,661,ADATA SC680 ASC680-240GU32G2-CBK [ブラック],https://kakaku.com/item/K0001197252/,240.0,530.0,460.0,0,USB,3DNAND,0,4979
566,662,トランセンド TS120GESD240C [シルバー],https://kakaku.com/item/K0001160385/,120.0,520.0,460.0,0,USB,3DNAND,0,4980
567,663,インテル SSD 545s SSDSCKKW128G8X1,https://kakaku.com/item/K0001106124/,128.0,550.0,440.0,M.2(Type2280),SerialATA6Gb/s,3DTLC,0,4982
568,665,キングストン UV500 SSD SUV500/240G,https://kakaku.com/item/K0001051223/,240.0,520.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,5171
569,666,SUPER TALENT DuraDrive AT7 FTM064MU2P,https://kakaku.com/item/K0000968787/,64.0,270.0,95.0,2.5インチ,SerialATA6Gb/s,3DMLC,6.8mm,5350
570,667,BIOSTAR M700 M700-256GB,https://kakaku.com/item/K0001222586/,256.0,1850.0,950.0,M.2(Type2280),PCI-Express,TLCNAND,3.5mm,5377
571,668,CFD CSSD-S6O240NCG3V,https://kakaku.com/item/K0001031965/,240.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,5380
572,670,エレコム ESD-EJ0250GBK [ブラック],https://kakaku.com/item/K0001214594/,250.0,400.0,320.0,0,USB,0,0,5525
573,671,エレコム ESD-EJ0250GWH [ホワイト],https://kakaku.com/item/K0001214595/,250.0,400.0,320.0,0,USB,0,0,5556
574,672,キングストン UV500 SSD SUV500M8/120G,https://kakaku.com/item/K0001051556/,120.0,520.0,320.0,M.2(Type2280),SerialATA6Gb/s,3DTLC,3.5mm,5565
575,674,ADTEC AD-L10D256G-25I,https://kakaku.com/item/K0001095946/,256.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,5740
576,675,トランセンド MTS950 TS64GMTS950T,https://kakaku.com/item/K0001056410/,64.0,550.0,520.0,M.2(Type2280),SerialATA6Gb/s,3DNANDTLC,3.58mm,5775
577,676,KingFast F6 PRO 2710DCS23-240,https://kakaku.com/item/K0001093079/,240.0,530.0,470.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,5780
578,677,SUPER TALENT SATA Mini 2 PCIe DX1 FMT032JCRM,https://kakaku.com/item/K0000857256/,32.0,500.0,280.0,0,SerialATA6Gb/s,MLC,3.5mm,5820
579,679,PNY PHANTOM-1 SSD7CSPTM1-120-RB,https://kakaku.com/item/K0000956754/,120.0,550.0,410.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,6138
580,680,トランセンド SSD420 TS32GSSD420K,https://kakaku.com/item/K0001056418/,32.0,570.0,470.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,6195
581,681,サムスン MZ-7TE250B/IT,https://kakaku.com/item/K0000546768/,250.0,540.0,520.0,2.5インチ,SerialATA6Gb/s,3bitMLC,6.8mm,6217
582,683,トランセンド SSD450 TS64GSSD450K,https://kakaku.com/item/K0001056414/,64.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,6379
583,684,Patriot Memory Spark PSK128GS25SSDR,https://kakaku.com/item/K0000896247/,128.0,555.0,500.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,6379
584,685,トランセンド MTS400 TS128GMTS400S,https://kakaku.com/item/K0001018675/,128.0,560.0,460.0,M.2(Type2242),SerialATA6Gb/s,NANDMLC,3.58mm,6396
585,686,crucial MX500 CT250MX500SSD4,https://kakaku.com/item/K0001024638/,250.0,560.0,510.0,M.2(Type2280),0,3DNAND,0,6402
586,687,Wilk Elektronik GOODRAM CX300 SSDPR-CX300-240,https://kakaku.com/item/K0001048498/,240.0,555.0,540.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,6480
587,688,ADATA Ultimate SU800 ASU800SS-128GT-C,https://kakaku.com/item/K0000903567/,128.0,560.0,300.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,6525
588,691,Corsair Force Series LE200 CSSD-F240GBLE200B,https://kakaku.com/item/K0001060406/,240.0,490.0,460.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,6854
589,692,HP P500 7PD51AA#UUF [シルバー],https://kakaku.com/item/K0001204293/,250.0,370.0,200.0,0,USB,3DNAND,0,6980
590,693,トランセンド SSD370 TS128GSSD370S,https://kakaku.com/item/K0000773285/,128.0,550.0,170.0,2.5インチ,SerialATA6Gb/s,MLC,6.8mm,6980
591,694,SUPER TALENT USB3.1 Portable RAIDDrive FUW240UCU0,https://kakaku.com/item/K0000896517/,240.0,750.0,700.0,0,USB,TLC,0,6980
592,695,インテル 600p Series SSDPEKKW256G7X1,https://kakaku.com/item/K0000910588/,256.0,1570.0,540.0,M.2(Type2280),PCI-Express,3DTLC,1.5mm,7003
593,696,Silicon Power SP120GBSS3S60S25 [ブラック],https://kakaku.com/item/K0000637218/,120.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,MLC,7mm,7018
594,697,ESSENCORE KLEVV NEO N500 D480GAA-N500,https://kakaku.com/item/K0001093663/,480.0,520.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,7044
595,698,Corsair Force Series LE200 CSSD-F120GBLE200B,https://kakaku.com/item/K0001060405/,120.0,470.0,450.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,7150
596,699,ADATA Ultimate SU800 ASU800SS-256GT-C,https://kakaku.com/item/K0000903568/,256.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,7280
597,700,エレコム ESD-EF0250GBK [ブラック],https://kakaku.com/item/K0001188702/,250.0,430.0,400.0,0,USB,0,0,7309
598,701,エレコム ESD-EF0250GNV [ネイビー],https://kakaku.com/item/K0001188703/,250.0,430.0,400.0,0,USB,0,0,7309
599,703,トランセンド TS128GMTS600,https://kakaku.com/item/K0000669342/,128.0,560.0,310.0,M.2(Type2260),SerialATA6Gb/s,MLC,3.5mm,7582
600,704,KingSpec Q-360,https://kakaku.com/item/K0001042819/,360.0,570.0,490.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,7618
601,705,CFD CSSD-S6O480CG3VP,https://kakaku.com/item/K0001048910/,480.0,550.0,530.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,7670
602,706,SUPER TALENT DuraDrive AT7 FTM128MU2P,https://kakaku.com/item/K0000968788/,128.0,540.0,190.0,2.5インチ,SerialATA6Gb/s,3DMLC,6.8mm,7700
603,707,SANDISK エクストリーム 500 SDSSDEXT-240G-G25,https://kakaku.com/item/K0000859656/,240.0,415.0,340.0,0,USB,0,0,7770
604,708,KINGMAX KM480GKE31WE [White],https://kakaku.com/item/K0001127438/,480.0,400.0,390.0,0,USB,3DNAND,0,7880
605,710,Silicon Power Bolt B10 SP128GBPSDB10SBK [ブラック],https://kakaku.com/item/K0001031116/,128.0,400.0,400.0,0,USB,0,0,7980
606,711,旭東エレクトロニクス SUNEAST SE800-n512GB,https://kakaku.com/item/K0001095257/,512.0,530.0,500.0,M.2(Type2280),SerialATA6Gb/s,3DTLCNAND,3.5mm,7980
607,712,サムスン T1 MU-PS250B/IT,https://kakaku.com/item/K0000736865/,250.0,450.0,450.0,0,USB,3DV-NAND,9.2mm,7980
608,713,addlink X70 ad256GBX70M2P,https://kakaku.com/item/K0001217886/,256.0,3000.0,1000.0,M.2(Type2280),PCI-Express,3DTLCNAND,9.1mm,7980
609,715,トランセンド SSD420 TS64GSSD420K,https://kakaku.com/item/K0001056419/,64.0,570.0,470.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,8088
610,716,PLEXTOR S3G PX-256S3G,https://kakaku.com/item/K0000972291/,256.0,550.0,510.0,M.2(Type2280),SerialATA6Gb/s,TLC,2.3mm,8143
611,717,キングストン SSDNow UV400 SUV400S37/240G,https://kakaku.com/item/K0000882467/,240.0,550.0,490.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,8195
612,718,SUPER TALENT SATA Mini 2 PCIe DX1 FMT064JCRM,https://kakaku.com/item/K0000857257/,64.0,500.0,280.0,0,SerialATA6Gb/s,MLC,3.5mm,8200
613,719,ADATA SC680 ASC680-480GU32G2-CBL [ブルー],https://kakaku.com/item/K0001197253/,480.0,530.0,460.0,0,USB,3DNAND,0,8378
614,720,PLEXTOR S2G PX-128S2G,https://kakaku.com/item/K0000918527/,128.0,520.0,460.0,M.2(Type2280),SerialATA6Gb/s,TLC,2.3mm,8380
615,721,Silicon Power Bolt B80 SP120GBPSDB80SCS [シルバー],https://kakaku.com/item/K0001034101/,120.0,500.0,450.0,0,USB,0,0,8456
616,722,エレコム LimitEx series ESD-EB0120GBK [ブラック],https://kakaku.com/item/K0000955317/,120.0,400.0,400.0,0,USB,TLC,0,8480
617,723,トランセンド TS512GMTS830S,https://kakaku.com/item/K0001133997/,512.0,560.0,520.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,3.58mm,8480
618,724,パナソニック RP-SUD128P3 [シルバー],https://kakaku.com/item/K0000934826/,128.0,400.0,400.0,0,USB,TLC,0,8500
619,725,キングストン A2000 SSD SA2000M8/250G,https://kakaku.com/item/K0001180669/,250.0,2000.0,1100.0,M.2(Type2280),PCI-Express,3DNAND,3.5mm,8513
620,726,IODATA GigaCrysta E.A.G.L SSPX-GC256G,https://kakaku.com/item/K0001204456/,256.0,450.0,440.0,0,USB,0,0,8580
621,727,ADATA SC680 ASC680-480GU32G2-CBK [ブラック],https://kakaku.com/item/K0001193827/,480.0,530.0,460.0,0,USB,3DNAND,0,8699
622,728,エレコム ESD-EG0250GBUR [ブルー],https://kakaku.com/item/K0001218916/,250.0,430.0,400.0,0,USB,0,0,8770
623,729,バッファロー SSD-PM480U3A-B [ブラック],https://kakaku.com/item/K0000975637/,480.0,421.6,370.0,0,USB,0,0,8772
624,730,トランセンド TS512GMTS832S,https://kakaku.com/item/K0001211726/,512.0,560.0,500.0,M.2(Type2280),SerialATA6Gb/s,3DNAND,2.23mm,8780
625,731,エレコム ESD-EJ0500GWH [ホワイト],https://kakaku.com/item/K0001214597/,500.0,400.0,320.0,0,USB,0,0,8798
626,734,HI-DISC HDEXSSD480GPM10TD,https://kakaku.com/item/K0001201244/,480.0,400.0,300.0,0,USB,0,0,8980
