,0,name,url,processor_name,maker,type,clock,max_clock,core,thread,is_L2,L2,is_L3,L3,is_smart_cache,smart_cache,PRICE
146,157,インテル Xeon E5-2609 v4 BOX,https://kakaku.com/item/K0000869927/,XeonE5-2609V4 (Broadwell-EP),インテル,LGA2011-3,1.7,0.0,8.0,8.0,0.0,0.0,0.0,0.0,1.0,20000.0,36647.0
147,158,インテル Xeon E3-1240 v6 BOX,https://kakaku.com/item/K0000957606/,XeonE3-1240V6 (KabyLake-S),インテル,LGA1151,3.7,4.1,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,36959.0
148,160,インテル Xeon E3-1245 v6 BOX,https://kakaku.com/item/K0000957605/,XeonE3-1245V6 (KabyLake-S),インテル,LGA1151,3.7,4.1,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,39290.0
149,161,インテル Xeon E3-1270 v6 BOX,https://kakaku.com/item/K0000957611/,XeonE3-1270V6 (KabyLake-S),インテル,LGA1151,3.8,4.2,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,40538.0
150,162,インテル Core i7 4770 BOX,https://kakaku.com/item/K0000516805/,Corei74770 (Haswell),インテル,LGA1150,3.4,3.9,4.0,8.0,0.0,0.0,0.0,0.0,1.0,8000.0,45000.0
151,163,インテル Xeon Silver 4110 BOX,https://kakaku.com/item/K0000982870/,XeonSilver4110 (Skylake-SP),インテル,LGA3647,2.1,3.0,8.0,16.0,0.0,0.0,1.0,11000.0,0.0,0.0,64800.0
152,164,インテル Core i7 5930K BOX,https://kakaku.com/item/K0000688452/,Corei75930K (HaswellE),インテル,LGA2011-3,3.5,3.7,6.0,12.0,0.0,0.0,0.0,0.0,1.0,15000.0,70370.0
153,166,インテル Xeon E5-2630 v4 BOX,https://kakaku.com/item/K0000869933/,XeonE5-2630V4 (Broadwell-EP),インテル,LGA2011-3,2.2,3.1,10.0,20.0,0.0,0.0,0.0,0.0,1.0,25000.0,81278.0
154,167,AMD EPYC 7301 BOX,https://kakaku.com/item/K0001087352/,EPYC7301,AMD,0,2.2,2.7,16.0,32.0,0.0,0.0,1.0,64000.0,0.0,0.0,81399.0
155,168,インテル Core i9 7900X,https://kakaku.com/item/K0000970155/,Corei97900X (Skylake-X),インテル,LGA2066,3.3,4.3,10.0,20.0,0.0,0.0,1.0,13750.0,0.0,0.0,115499.0
156,169,インテル Xeon Silver 4216 BOX,https://kakaku.com/item/K0001159367/,XeonSilver4216 (CascadeLake-SP),インテル,LGA3647,2.1,3.2,16.0,32.0,0.0,0.0,1.0,22000.0,0.0,0.0,126590.0
157,174,インテル Xeon W-2155 バルク,https://kakaku.com/item/K0001098193/,XeonW-2155 (Skylake-W),インテル,LGA2066,3.3,4.5,10.0,20.0,0.0,0.0,1.0,13750.0,0.0,0.0,188783.0
158,177,インテル Xeon E5-2687W v4 BOX,https://kakaku.com/item/K0000869945/,XeonE5-2687WV4 (Broadwell-EP),インテル,LGA2011-3,3.0,3.5,12.0,24.0,0.0,0.0,0.0,0.0,1.0,30000.0,265979.0
159,179,インテル Xeon Gold 6234 BOX,https://kakaku.com/item/K0001193015/,XeonGold6234 (CascadeLake),インテル,LGA3647,3.3,4.0,8.0,16.0,0.0,0.0,1.0,24750.0,0.0,0.0,282350.0
160,180,インテル Xeon Gold 6140 BOX,https://kakaku.com/item/K0000982846/,XeonGold6140 (Skylake-SP),インテル,LGA3647,2.3,3.7,18.0,36.0,0.0,0.0,1.0,24750.0,0.0,0.0,299890.0
161,181,インテル Xeon E5-2695 v4 BOX,https://kakaku.com/item/K0000869947/,XeonE5-2695V4 (Broadwell-EP),インテル,LGA2011-3,2.1,3.3,18.0,36.0,0.0,0.0,0.0,0.0,1.0,45000.0,299969.0
162,182,インテル Xeon Gold 6238 BOX,https://kakaku.com/item/K0001203701/,XeonGold6238 (CascadeLake),インテル,LGA3647,2.1,3.7,22.0,44.0,0.0,0.0,1.0,30250.0,0.0,0.0,329500.0
163,183,インテル Xeon W-2195 バルク,https://kakaku.com/item/K0001098195/,XeonW-2195 (Skylake-W),インテル,LGA2066,2.3,4.3,18.0,36.0,0.0,0.0,1.0,24750.0,0.0,0.0,369359.0
164,184,インテル Xeon Gold 6148 BOX,https://kakaku.com/item/K0000982854/,XeonGold6148 (Skylake-SP),インテル,LGA3647,2.4,3.7,20.0,40.0,0.0,0.0,1.0,27500.0,0.0,0.0,378990.0
165,185,インテル Xeon Gold 6152 BOX,https://kakaku.com/item/K0000982850/,XeonGold6152 (Skylake-SP),インテル,LGA3647,2.1,3.7,22.0,44.0,0.0,0.0,1.0,30250.0,0.0,0.0,437690.0
166,186,インテル Xeon Gold 6252 BOX,https://kakaku.com/item/K0001159425/,XeonGold6252 (CascadeLake-SP),インテル,LGA3647,2.1,3.7,24.0,48.0,0.0,0.0,1.0,36000.0,0.0,0.0,457578.0
167,187,インテル Xeon Platinum 8160 BOX,https://kakaku.com/item/K0000982858/,XeonPlatinum8160 (Skylake-SP),インテル,LGA3647,2.1,3.7,24.0,48.0,0.0,0.0,1.0,33000.0,0.0,0.0,572990.0
