,name,url,capacity[GB],memory_num,capacity_sum,memory_standard,interface,module_standard,generation,PRICE
3305,G.Skill F4-3200C15D-32GTZ [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0000841089/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,25900.0
3306,G.Skill F4-3200C15D-32GTZKW [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0000893091/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,25900.0
3307,G.Skill F4-3200C15D-32GTZSK [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0000893095/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,25900.0
3308,G.Skill F4-3200C15D-32GTZSW [DDR4 PC4-25600 16GB 2枚組],https://kakaku.com/item/K0000893094/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,25900.0
3309,CENTURY MICRO CK4GX4-D4RE2133VL81 [DDR4 PC4-17000 4GB 4枚組 ECC Registered],https://kakaku.com/item/K0000724060/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,25980.0
3310,crucial BLS2K8G4D240FSB [DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000739297/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,25993.0
3311,crucial BLS2K8G4D240FSC [DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000892522/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,25993.0
3312,crucial BLS2K8G4D240FSE [DDR4 PC4-19200 8GB 2枚組],https://kakaku.com/item/K0000874936/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,25993.0
3313,キングストン KCS-UC426/32G [DDR4 PC4-21300 32GB ECC Registered],https://kakaku.com/item/K0001077402/,32.0,1.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,26125.0
3314,Silicon Power SP008GLLTU160N02 [DDR3L PC3L-12800 8GB],https://kakaku.com/item/K0001115285/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3L-12800(DDR3L-1600),3.0,26134.0
3315,Corsair CMK16GX4M4B3000C15 [DDR4 PC4-24000 4GB 4枚組],https://kakaku.com/item/K0000756106/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,26293.0
3316,G.Skill F4-3000C14Q-32GVK [DDR4 PC4-24000 8GB 4枚組],https://kakaku.com/item/K0000841065/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,26300.0
3317,G.Skill F4-3000C14Q-32GVR [DDR4 PC4-24000 8GB 4枚組],https://kakaku.com/item/K0000841064/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,26300.0
3318,G.Skill F4-3200C15Q-32GVK [DDR4 PC4-25600 8GB 4枚組],https://kakaku.com/item/K0000841080/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,26300.0
3319,G.Skill F4-3200C15Q-32GVR [DDR4 PC4-25600 8GB 4枚組],https://kakaku.com/item/K0000841079/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,26300.0
3320,G.Skill F4-3600C17Q-32GVK [DDR4 PC4-28800 8GB 4枚組],https://kakaku.com/item/K0000867632/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,26300.0
3321,キングストン KTH-PL426/16G [DDR4 PC4-21300 16GB ECC Registered],https://kakaku.com/item/K0001044555/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,26316.0
3322,Lenovo 0A65730 [DDR3 PC3-12800 8GB],https://kakaku.com/item/K0000409199/,8.0,1.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,26323.0
3323,キングストン HX433C16PB3K4/32 [DDR4 PC4-26600 8GB 4枚組],https://kakaku.com/item/K0000970147/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-26600(DDR4-3333),4.0,26340.0
3324,Corsair CMY32GX3M4B2133C11 [DDR3 PC3-17066 8GB 4枚組],https://kakaku.com/item/K0000880454/,8.0,4.0,32.0,DDR3SDRAM,DIMM,PC3-17066(DDR3-2133),3.0,26400.0
3325,CENTURY MICRO CD32G-D4LE2400L42 [DDR4 PC4-19200 32GB ECC],https://kakaku.com/item/K0000955258/,32.0,1.0,32.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,26483.0
3326,CENTURY MICRO CK4GX3-D3LRE1333L82 [DDR3L PC3-10600 4GB 3枚組 ECC Registered],https://kakaku.com/item/K0000420218/,4.0,3.0,12.0,DDR3SDRAM,DIMM,PC3-10600(DDR3L-1333),3.0,26483.0
3327,Corsair CMR32GX4M4C3000C15 [DDR4 PC4-24000 8GB 4枚組],https://kakaku.com/item/K0000957447/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,26500.0
3328,ADTEC ADM14900N-L8GW [SODIMM DDR3L PC3L-14900 8GB 2枚組],https://kakaku.com/item/K0000833909/,8.0,2.0,16.0,DDR3SDRAM,S.O.DIMM,PC3L-14900(DDR3L-1866),3.0,26501.0
3329,キングストン HX440C19PB3AK2/16 [DDR4 PC4-32000 8GB 2枚組],https://kakaku.com/item/K0001093115/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-32000(DDR4-4000),4.0,26512.0
3330,CENTURY MICRO CK16GX2-D4UE2400 [DDR4 PC4-19200 16GB 2枚組 ECC],https://kakaku.com/item/K0000995256/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,26530.0
3331,G.Skill F4-2933C16Q-32GFX [DDR4 PC4-23400 8GB 4枚組],https://kakaku.com/item/K0001014224/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-23400(DDR4-2933),4.0,26600.0
3332,crucial BLT2K8G4D26AFTA [DDR4 PC4-21300 8GB 2枚組],https://kakaku.com/item/K0000739291/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,26655.0
3333,キングストン HX434C16FB3K4/32 [DDR4 PC4-27700 8GB 4枚組],https://kakaku.com/item/K0001188118/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-27700(DDR4-3466),4.0,26816.0
3334,G.Skill F4-3333C16D-32GTZ [DDR4 PC4-26600 16GB 2枚組],https://kakaku.com/item/K0000867622/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-26600(DDR4-3333),4.0,26900.0
3335,キングストン HX430C15PB3AK4/32 [DDR4 PC4-24000 8GB 4枚組],https://kakaku.com/item/K0001166324/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,26912.0
3336,Corsair CMU64GX4M4A2666C16R [DDR4 PC4-21300 16GB 4枚組],https://kakaku.com/item/K0001001720/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,26980.0
3337,G.Skill F4-3000C14D-32GTZR [DDR4 PC4-24000 16GB 2枚組],https://kakaku.com/item/K0000962892/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,27000.0
3338,Corsair CMK16GX4M4B3733C17 [DDR4 PC4-29800 4GB 4枚組],https://kakaku.com/item/K0000904470/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-29800(DDR4-3733),4.0,27170.0
3339,G.Skill F4-3333C16Q-32GVK [DDR4 PC4-26600 8GB 4枚組],https://kakaku.com/item/K0000867618/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-26600(DDR4-3333),4.0,27200.0
3340,G.Skill F4-3333C16Q-32GVR [DDR4 PC4-26600 8GB 4枚組],https://kakaku.com/item/K0000867617/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-26600(DDR4-3333),4.0,27200.0
3341,CENTURY MICRO CK8GX2-D3U1866 [DDR3 PC3-14900 8GB 2枚組],https://kakaku.com/item/K0000523542/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-14900(DDR3-1866),3.0,27280.0
3342,トランセンド TS2GKR72V3H [DDR3 PC3-10600 16GB ECC Registered],https://kakaku.com/item/K0000859158/,16.0,1.0,16.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,27296.0
3343,CENTURY MICRO CK8GX3-D3LRE1333L82 [DDR3L PC3-10600 8GB 3枚組 ECC Registered],https://kakaku.com/item/K0000420221/,8.0,3.0,24.0,DDR3SDRAM,DIMM,PC3-10600(DDR3L-1333),3.0,27352.0
3344,CFD CFD Selection W4U3000BMR-16G [DDR4 PC4-24000 16GB 2枚組],https://kakaku.com/item/K0001073835/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,27390.0
3345,G.Skill F4-2133C15Q-64GVR [DDR4 PC4-17000 16GB 4枚組],https://kakaku.com/item/K0000801745/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,27500.0
3346,CENTURY MICRO CK16GX2-D4RE2133L82 [DDR4 PC4-17000 16GB 2枚組 ECC Registered],https://kakaku.com/item/K0001046964/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,27605.0
3347,CENTURY MICRO CK16GX2-D4RE2400L82 [DDR4 PC4-19200 16GB 2枚組 ECC Registered],https://kakaku.com/item/K0000955253/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,27605.0
3348,CENTURY MICRO CK16GX2-D4RE2666L82 [DDR4 PC4-21300 16GB 2枚組 ECC Registered],https://kakaku.com/item/K0001081247/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,27605.0
3349,ADTEC ADS2666D-H8G4 [DDR4 PC4-21300 8GB 4枚組],https://kakaku.com/item/K0001068781/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,27615.0
3350,プリンストン PAN3/1600-8GX2 [SODIMM DDR3 PC3-12800 8GB 2枚組 Mac],https://kakaku.com/item/K0000462986/,8.0,2.0,16.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,27708.0
3351,プリンストン PDD3/1333-8GX2 [DDR3 PC3-10600 8GB 2枚組],https://kakaku.com/item/K0000337520/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,27708.0
3352,プリンストン PDN3/1333-8GX2 [SODIMM DDR3 PC3-10600 8GB 2枚組],https://kakaku.com/item/K0000337522/,8.0,2.0,16.0,DDR3SDRAM,S.O.DIMM,PC3-10600(DDR3-1333),3.0,27708.0
3353,CENTURY MICRO CK8GX3-D3RE1333L82 [DDR3 PC3-10600 8GB 3枚組 ECC Registered],https://kakaku.com/item/K0000999510/,8.0,3.0,24.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,27710.0
3354,トランセンド TS256MDR72V3K (DDR PC2700 2GB ECC Registered),https://kakaku.com/item/K0000013734/,2.0,1.0,2.0,DDRSDRAM,DIMM,PC2700(DDR333),1.0,27745.0
3355,トランセンド TS256MDR72V4L (DDR PC3200 2GB ECC Registered),https://kakaku.com/item/K0000013765/,2.0,1.0,2.0,DDRSDRAM,DIMM,PC3200(DDR400),1.0,27745.0
3356,CENTURY MICRO CK2GX4-D3LUE1600 [DDR3L PC3-12800 2GB 4枚組 ECC],https://kakaku.com/item/K0000420174/,2.0,4.0,8.0,DDR3SDRAM,DIMM,PC3-12800(DDR3L-1600),3.0,27780.0
3357,キングストン HX430C15PB3AK2/32 [DDR4 PC4-24000 16GB 2枚組],https://kakaku.com/item/K0001166334/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,27785.0
3358,プリンストン PAN3/1066-4GX2 (SODIMM DDR3 PC3-8500 4GB 2枚組 Mac),https://kakaku.com/item/K0000027407/,4.0,2.0,8.0,DDR3SDRAM,S.O.DIMM,PC3-8500(DDR3-1066),3.0,27832.0
3359,キングストン KVR24SE17D8/16MA [SODIMM DDR4 PC4-19200 16GB ECC],https://kakaku.com/item/K0001028650/,16.0,1.0,16.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,27855.0
3360,トランセンド TS2GSK64W6Q [SODIMM DDR3L PC3-12800 16GB],https://kakaku.com/item/K0000822550/,16.0,1.0,16.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3L-1600),3.0,27980.0
3361,crucial BLS4K4G4D240FSB [DDR4 PC4-19200 4GB 4枚組],https://kakaku.com/item/K0000739298/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,27989.0
3362,G.Skill F4-2933C14D-32GFX [DDR4 PC4-23400 16GB 2枚組],https://kakaku.com/item/K0001014207/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-23400(DDR4-2933),4.0,28000.0
3363,G.Skill F4-2400C17Q-64GSXF [DDR4 PC4-19200 16GB 4枚組],https://kakaku.com/item/K0001030711/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,28100.0
3364,G.Skill F4-2400C17Q-64GSXK [DDR4 PC4-19200 16GB 4枚組],https://kakaku.com/item/K0001030710/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,28100.0
3365,G.Skill F4-2400C17Q-64GSXW [DDR4 PC4-19200 16GB 4枚組],https://kakaku.com/item/K0001030709/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,28100.0
3366,G.Skill F4-2400C15Q-64GVR [DDR4 PC4-19200 16GB 4枚組],https://kakaku.com/item/K0000801739/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,28200.0
3367,G.Skill F4-3200C16Q-32GTZ [DDR4 PC4-25600 8GB 4枚組],https://kakaku.com/item/K0000801755/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,28200.0
3368,G.Skill F4-2400C15Q-64GFX [DDR4 PC4-19200 16GB 4枚組],https://kakaku.com/item/K0000951902/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,28300.0
3369,G.Skill F4-2400C15Q-64GFXR [DDR4 PC4-19200 16GB 4枚組],https://kakaku.com/item/K0000951903/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,28300.0
3370,G.Skill F3-1866C9Q-32GXM [DDR3 PC3-14900 8GB 4枚組],https://kakaku.com/item/K0000408356/,8.0,4.0,32.0,DDR3SDRAM,DIMM,PC3-14900(DDR3-1866),3.0,28500.0
3371,キングストン HX426C16FWK2/32 [DDR4 PC4-21300 16GB 2枚組],https://kakaku.com/item/K0001005849/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,28509.0
3372,トランセンド TS16GJMA335Z [DDR3 PC3-14900 16GB ECC Registered],https://kakaku.com/item/K0000637774/,16.0,1.0,16.0,DDR3SDRAM,DIMM,PC3-14900(DDR3-1866),3.0,28600.0
3373,G.Skill F4-3000C16Q-32GTRG [DDR4 PC4-24000 8GB 4枚組],https://kakaku.com/item/K0001156422/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,28780.0
3374,G.Skill F4-3000C14Q-32GTZ [DDR4 PC4-24000 8GB 4枚組],https://kakaku.com/item/K0000841066/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,28800.0
3375,G.Skill F4-3200C15Q-32GTZ [DDR4 PC4-25600 8GB 4枚組],https://kakaku.com/item/K0000841083/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,28800.0
3376,G.Skill F4-3200C15Q-32GTZSW [DDR4 PC4-25600 8GB 4枚組],https://kakaku.com/item/K0000886744/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,28800.0
3377,G.Skill F4-3600C17Q-32GTZ [DDR4 PC4-28800 8GB 4枚組],https://kakaku.com/item/K0000867633/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,28800.0
3378,ADTEC ADS14900D-E4G4 [DDR3 PC3-14900 4GB 4枚組 ECC],https://kakaku.com/item/K0000624372/,4.0,4.0,16.0,DDR3SDRAM,DIMM,PC3-14900(DDR3-1866),3.0,28804.0
3379,バッファロー D3N1600-8GX2/E [SODIMM DDR3 PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000569270/,8.0,2.0,16.0,DDR3SDRAM,S.O.DIMM,PC3-12800(DDR3-1600),3.0,28805.0
3380,バッファロー D3U1600-8GX2/E [DDR3 PC3-12800 8GB 2枚組],https://kakaku.com/item/K0000568439/,8.0,2.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,28805.0
3381,CENTURY MICRO CK8GX4-D4U2400 [DDR4 PC4-19200 8GB 4枚組],https://kakaku.com/item/K0000801915/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,28859.0
3382,G.Skill F4-3466C16Q-32GTZR [DDR4 PC4-27700 8GB 4枚組],https://kakaku.com/item/K0000936527/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-27700(DDR4-3466),4.0,28900.0
3383,Thermaltake CL-W252-CA00SW-A [DDR4 PC4-25600 8GB 4枚組],https://kakaku.com/item/K0001217914/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,28990.0
3384,G.Skill F4-3000C16Q-32GTRS [DDR4 PC4-24000 8GB 4枚組],https://kakaku.com/item/K0001138593/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,29040.0
3385,GALAXY GALAX HOF4CRL4BST3600U17LD162CL [DDR4 PC4-28800 8GB 2枚組],https://kakaku.com/item/K0001186484/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,29090.0
3386,Corsair CMD16GX4M2B3600C18 [DDR4 PC4-28800 8GB 2枚組],https://kakaku.com/item/K0001001715/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,29109.0
3387,CENTURY MICRO CK8GX4-D4UE2400H [DDR4 PC4-19200 8GB 4枚組 ECC],https://kakaku.com/item/K0000995254/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,29237.0
3388,CENTURY MICRO CK8GX4-D4UE2666H [DDR4 PC4-21300 8GB 4枚組 ECC],https://kakaku.com/item/K0001115997/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,29237.0
3389,crucial BLT4K4G4D26AFTA [DDR4 PC4-21300 4GB 4枚組],https://kakaku.com/item/K0000739292/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,29323.0
3390,Corsair CMD16GX4M4C3200C16 [DDR4 PC4-25600 4GB 4枚組],https://kakaku.com/item/K0000887346/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,29370.0
3391,キングストン KVR24R17S8K4/16 [DDR4 PC4-19200 4GB 4枚組 ECC Registered],https://kakaku.com/item/K0000879738/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,29376.0
3392,CENTURY MICRO CK8GX4-D4U2666H [DDR4 PC4-21300 8GB 4枚組],https://kakaku.com/item/K0000990391/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,29432.0
3393,Corsair CMW32GX4M2C3466C16 [DDR4 PC4-27700 16GB 2枚組],https://kakaku.com/item/K0001104654/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-27700(DDR4-3466),4.0,29527.0
3394,キングストン HX434C16FB3AK4/32 [DDR4 PC4-27700 8GB 4枚組],https://kakaku.com/item/K0001188148/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-27700(DDR4-3466),4.0,29528.0
3395,G.Skill F4-2933C16D-32GTZRX [DDR4 PC4-23400 16GB 2枚組],https://kakaku.com/item/K0001014208/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-23400(DDR4-2933),4.0,29600.0
3396,CENTURY MICRO CK2GX3-D3RE1333L82 (DDR3 PC3-10600 2GB ECC Registered 3枚組),https://kakaku.com/item/K0000089257/,2.0,3.0,6.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,29619.0
3397,G.Skill F4-3300C16Q-32GTZ [DDR4 PC4-26400 8GB 4枚組],https://kakaku.com/item/K0000886629/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-26400(DDR4-3300),4.0,29700.0
3398,G.Skill F4-3300C16Q-32GTZKW [DDR4 PC4-26400 8GB 4枚組],https://kakaku.com/item/K0000911033/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-26400(DDR4-3300),4.0,29700.0
3399,G.Skill F4-3300C16Q-32GTZSW [DDR4 PC4-26400 8GB 4枚組],https://kakaku.com/item/K0000886630/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-26400(DDR4-3300),4.0,29700.0
3400,G.Skill F4-3333C16D-32GVR [DDR4 PC4-26600 16GB 2枚組],https://kakaku.com/item/K0000867620/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-26600(DDR4-3333),4.0,29700.0
3401,G.Skill F4-3333C16Q-32GTZ [DDR4 PC4-26600 8GB 4枚組],https://kakaku.com/item/K0000867619/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-26600(DDR4-3333),4.0,29700.0
3402,G.Skill F4-4400C19D-16GTZKK [DDR4 PC4-35200 8GB 2枚組],https://kakaku.com/item/K0000990568/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-35200(DDR4-4400),4.0,29700.0
3403,G.Skill F4-4400C19D-16GTZSW [DDR4 PC4-35200 8GB 2枚組],https://kakaku.com/item/K0000990567/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-35200(DDR4-4400),4.0,29700.0
3404,ADTEC ADM2400N-16GW [SODIMM DDR4 PC4-19200 16GB 2枚組 Mac],https://kakaku.com/item/K0000976971/,16.0,2.0,32.0,DDR4SDRAM,S.O.DIMM,PC4-19200(DDR4-2400),4.0,29847.0
3405,G.Skill F4-3000C16Q-64GSXFB [DDR4 PC4-24000 16GB 4枚組],https://kakaku.com/item/K0001030723/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,29981.0
3406,G.Skill F4-2133C15Q-64GFXR [DDR4 PC4-17000 16GB 4枚組],https://kakaku.com/item/K0000951891/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,30000.0
3407,グリーンハウス GH-DS2133ECA8-16G [DDR4 PC4-17000 16GB ECC],https://kakaku.com/item/K0001051652/,16.0,1.0,16.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,30004.0
3408,G.Skill F4-3000C16Q-64GSXWB [DDR4 PC4-24000 16GB 4枚組],https://kakaku.com/item/K0001030721/,16.0,4.0,64.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,30100.0
3409,キングストン HX426C13PB3K2/32 [DDR4 PC4-21300 16GB 2枚組],https://kakaku.com/item/K0000970142/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,30103.0
3410,CENTURY MICRO CK4GX3-D3RE1333L82 (DDR3 PC3-10600 4GB ECC Registered 3枚組),https://kakaku.com/item/K0000089255/,4.0,3.0,12.0,DDR3SDRAM,DIMM,PC3-10600(DDR3-1333),3.0,30260.0
3411,crucial CT204872BB160B [DDR3 PC3-12800 16GB ECC Registered],https://kakaku.com/item/K0000887040/,16.0,1.0,16.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,30352.0
3412,Corsair CMT32GX4M4Z3200C16 [DDR4 PC4-25600 8GB 4枚組],https://kakaku.com/item/K0001134204/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,30362.0
3413,トランセンド TS4GLH72V6E [DDR4 PC4-21300 32GB ECC],https://kakaku.com/item/K0001192513/,32.0,1.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,30535.0
3414,トランセンド TS4GSH72V6E [SODIMM DDR4 PC4-21300 32GB ECC],https://kakaku.com/item/K0001192515/,32.0,1.0,32.0,DDR4SDRAM,S.O.DIMM,PC4-21300(DDR4-2666),4.0,30535.0
3415,crucial BLE4K4G4D32AEEA [DDR4 PC4-25600 4GB 4枚組],https://kakaku.com/item/K0000891656/,4.0,4.0,16.0,DDR4SDRAM,DIMM,PC4-25600(DDR4-3200),4.0,30536.0
3416,G.Skill F4-2933C14Q-32GFX [DDR4 PC4-23400 8GB 4枚組],https://kakaku.com/item/K0001014225/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-23400(DDR4-2933),4.0,30536.0
3417,G.Skill F4-2400C15Q2-64GFX [DDR4 PC4-19200 8GB 8枚組],https://kakaku.com/item/K0001015512/,8.0,8.0,64.0,DDR4SDRAM,DIMM,PC4-19200(DDR4-2400),4.0,30600.0
3418,GALAXY GALAX HOF4CXL3BST3600K17LD162CL [DDR4 PC4-28800 8GB 2枚組],https://kakaku.com/item/K0001180986/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-28800(DDR4-3600),4.0,30600.0
3419,キングストン HX421C14FBK2/32 [DDR4 PC4-17000 16GB 2枚組],https://kakaku.com/item/K0000880461/,16.0,2.0,32.0,DDR4SDRAM,DIMM,PC4-17000(DDR4-2133),4.0,30600.0
3420,CFD CFD Selection W4U3000BME-8G [DDR4 PC4-24000 8GB 2枚組],https://kakaku.com/item/K0000960908/,8.0,2.0,16.0,DDR4SDRAM,DIMM,PC4-24000(DDR4-3000),4.0,30728.0
3421,CENTURY MICRO CK8GX4-D3UE1600 [DDR3 PC3-12800 8GB 4枚組 ECC],https://kakaku.com/item/K0000999504/,8.0,4.0,32.0,DDR3SDRAM,DIMM,PC3-12800(DDR3-1600),3.0,30730.0
3422,キングストン HX426C13PB3K4/32 [DDR4 PC4-21300 8GB 4枚組],https://kakaku.com/item/K0000970140/,8.0,4.0,32.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,30768.0
3423,Lenovo 4X70P98201 [DDR4 PC4-21300 8GB ECC Registered],https://kakaku.com/item/K0001182344/,8.0,1.0,8.0,DDR4SDRAM,DIMM,PC4-21300(DDR4-2666),4.0,30866.0
3424,トランセンド TS512MQR72V6T (DDR2 PC2-5300 4GB ECC Registered),https://kakaku.com/item/05209011900/,4.0,1.0,4.0,DDR2SDRAM,DIMM,PC2-5300(DDR2-667),2.0,30942.0
3425,ADTEC ADS14900D-4G4 [DDR3 PC3-14900 4GB 4枚組],https://kakaku.com/item/K0000624395/,4.0,4.0,16.0,DDR3SDRAM,DIMM,PC3-14900(DDR3-1866),3.0,31035.0
