,capacity_sum,generation,PRICE
931,16.0,4.0,12202.0
932,4.0,2.0,12467.0
933,16.0,4.0,12480.0
934,32.0,4.0,12800.0
935,16.0,4.0,12800.0
936,16.0,4.0,12800.0
937,16.0,4.0,12851.0
938,8.0,3.0,12861.0
939,16.0,4.0,12870.0
940,32.0,4.0,13100.0
941,4.0,2.0,13200.0
942,32.0,4.0,13200.0
943,16.0,4.0,13200.0
944,16.0,4.0,13450.0
945,16.0,4.0,13481.0
946,16.0,4.0,13578.0
947,32.0,4.0,13680.0
948,32.0,4.0,13880.0
949,16.0,4.0,13880.0
950,16.0,3.0,13920.0
951,16.0,4.0,13998.0
952,32.0,4.0,14000.0
953,8.0,3.0,14055.0
954,8.0,4.0,14063.0
955,16.0,4.0,14200.0
956,16.0,4.0,14490.0
957,8.0,3.0,14498.0
958,16.0,4.0,14590.0
959,32.0,4.0,14687.0
960,16.0,4.0,14715.0
961,32.0,4.0,14900.0
962,32.0,4.0,14900.0
963,24.0,3.0,14940.0
964,4.0,2.0,15042.0
965,32.0,4.0,15070.0
966,16.0,4.0,15182.0
967,16.0,3.0,15282.0
968,32.0,4.0,15375.0
969,8.0,3.0,15390.0
970,16.0,4.0,15500.0
971,16.0,4.0,15540.0
972,32.0,4.0,15600.0
973,16.0,4.0,15700.0
974,16.0,3.0,15920.0
975,16.0,3.0,15920.0
976,32.0,4.0,15980.0
977,32.0,3.0,16200.0
978,16.0,4.0,16800.0
979,32.0,3.0,16877.0
980,16.0,4.0,17100.0
981,16.0,4.0,17100.0
982,16.0,4.0,17100.0
983,16.0,3.0,17280.0
984,16.0,4.0,17342.0
985,16.0,4.0,17342.0
986,16.0,4.0,17596.0
987,32.0,4.0,17600.0
988,32.0,4.0,17620.0
989,32.0,4.0,17900.0
990,32.0,4.0,17900.0
991,16.0,3.0,17908.0
992,16.0,4.0,18000.0
993,16.0,4.0,18000.0
994,32.0,4.0,18102.0
995,32.0,4.0,18180.0
996,32.0,3.0,18200.0
997,16.0,4.0,18300.0
998,32.0,4.0,18480.0
999,32.0,3.0,18500.0
1000,32.0,4.0,18914.0
1001,16.0,3.0,19127.0
1002,32.0,4.0,19159.0
1003,16.0,4.0,19375.0
1004,32.0,4.0,19505.0
1005,32.0,4.0,19505.0
1006,8.0,3.0,19576.0
1007,32.0,4.0,19580.0
1008,16.0,4.0,19729.0
1009,32.0,3.0,19900.0
1010,32.0,4.0,19980.0
1011,32.0,4.0,20010.0
1012,32.0,4.0,20075.0
1013,16.0,4.0,20095.0
1014,16.0,4.0,20258.0
1015,32.0,4.0,20310.0
1016,32.0,4.0,20310.0
1017,32.0,3.0,20442.0
1018,32.0,4.0,20510.0
1019,32.0,4.0,20510.0
1020,32.0,4.0,20510.0
1021,32.0,4.0,20510.0
1022,32.0,4.0,20548.0
1023,32.0,4.0,20666.0
1024,16.0,4.0,21104.0
1025,16.0,4.0,21126.0
1026,16.0,4.0,21155.0
1027,32.0,4.0,21295.0
1028,16.0,4.0,21357.0
1029,32.0,4.0,21360.0
1030,32.0,4.0,21610.0
1031,32.0,4.0,21610.0
1032,32.0,4.0,21731.0
1033,32.0,4.0,21731.0
1034,16.0,4.0,21868.0
1035,32.0,4.0,22090.0
1036,32.0,4.0,22290.0
1037,32.0,4.0,22623.0
1038,32.0,4.0,22980.0
1039,32.0,4.0,22990.0
1040,32.0,4.0,23100.0
1041,32.0,4.0,23223.0
1042,16.0,4.0,23426.0
1043,16.0,4.0,23848.0
1044,1.0,3.0,23979.0
1045,32.0,4.0,24200.0
1046,32.0,4.0,24700.0
1047,32.0,4.0,24750.0
1048,32.0,4.0,24800.0
1049,32.0,4.0,24865.0
1050,32.0,4.0,25020.0
1051,4.0,2.0,25457.0
1052,32.0,4.0,25500.0
1053,32.0,4.0,25580.0
1054,16.0,4.0,25630.0
1055,32.0,4.0,25680.0
1056,32.0,4.0,26180.0
1057,16.0,4.0,26378.0
1058,32.0,4.0,26400.0
1059,32.0,4.0,26480.0
1060,32.0,3.0,26590.0
1061,8.0,2.0,26900.0
1062,32.0,4.0,27116.0
1063,32.0,4.0,29237.0
1064,64.0,4.0,29400.0
1065,16.0,4.0,29600.0
1066,16.0,4.0,29600.0
1067,32.0,4.0,29780.0
1068,32.0,4.0,29900.0
1069,64.0,4.0,30000.0
1070,64.0,4.0,30100.0
1071,32.0,3.0,30730.0
1072,32.0,3.0,30960.0
1073,32.0,4.0,31200.0
1074,32.0,4.0,31200.0
1075,64.0,4.0,33500.0
1076,16.0,4.0,33825.0
1077,16.0,4.0,33980.0
1078,32.0,4.0,34055.0
1079,64.0,4.0,34100.0
1080,32.0,4.0,34337.0
1081,64.0,4.0,34480.0
1082,32.0,4.0,34800.0
1083,16.0,4.0,35129.0
1084,64.0,4.0,35791.0
1085,16.0,4.0,36400.0
1086,32.0,4.0,37200.0
1087,64.0,4.0,37838.0
1088,32.0,4.0,38757.0
1089,64.0,4.0,38900.0
1090,64.0,4.0,39027.0
1091,16.0,4.0,39284.0
1092,64.0,4.0,39458.0
1093,64.0,4.0,39600.0
1094,32.0,4.0,39655.0
1095,32.0,4.0,39776.0
1096,64.0,4.0,40116.0
1097,64.0,4.0,40500.0
1098,64.0,4.0,41010.0
1099,64.0,4.0,41195.0
1100,32.0,4.0,41220.0
1101,32.0,4.0,41400.0
1102,64.0,4.0,41690.0
1103,16.0,4.0,42300.0
1104,32.0,4.0,42970.0
1105,16.0,2.0,43800.0
1106,64.0,4.0,44900.0
1107,16.0,4.0,45955.0
1108,32.0,4.0,46200.0
1109,64.0,4.0,47245.0
1110,32.0,4.0,47990.0
1111,32.0,4.0,48200.0
1112,16.0,4.0,48510.0
1113,64.0,4.0,48868.0
1114,32.0,4.0,49800.0
1115,32.0,4.0,50800.0
1116,64.0,4.0,52200.0
1117,64.0,4.0,53600.0
1118,64.0,4.0,55020.0
1119,32.0,4.0,55305.0
1120,32.0,4.0,56900.0
1121,64.0,4.0,60900.0
1122,32.0,4.0,61730.0
1123,64.0,4.0,63300.0
1124,64.0,4.0,63473.0
1125,64.0,4.0,67100.0
1126,32.0,4.0,67400.0
1127,128.0,4.0,67700.0
1128,128.0,4.0,67700.0
1129,64.0,4.0,69600.0
1130,32.0,4.0,70866.0
1131,64.0,4.0,73509.0
1132,64.0,4.0,75900.0
1133,32.0,3.0,76677.0
1134,128.0,4.0,78971.0
1135,128.0,4.0,79249.0
1136,64.0,4.0,80324.0
1137,128.0,4.0,81000.0
1138,128.0,4.0,81000.0
1139,128.0,4.0,81688.0
1140,64.0,4.0,86405.0
1141,32.0,4.0,88412.0
1142,16.0,3.0,93500.0
1143,128.0,4.0,93600.0
1144,128.0,4.0,94300.0
1145,64.0,4.0,97751.0
1146,128.0,4.0,99200.0
1147,128.0,4.0,106600.0
1148,128.0,4.0,110000.0
1149,64.0,4.0,111833.0
1150,16.0,4.0,120533.0
1151,32.0,3.0,123661.0
1152,192.0,4.0,129808.0
1153,64.0,3.0,167064.0
1154,128.0,4.0,172854.0
1155,128.0,4.0,224095.0
1156,128.0,4.0,241327.0
1157,0.256,1.0,180.0
1158,0.512,2.0,399.0
1159,0.512,1.0,480.0
1160,0.512,2.0,480.0
1161,0.512,1.0,489.0
1162,0.256,2.0,528.0
1163,0.256,1.0,555.0
1164,0.512,1.0,580.0
1165,1.0,2.0,587.0
1166,1.0,2.0,590.0
1167,0.512,2.0,593.0
1168,1.0,2.0,690.0
1169,1.0,2.0,690.0
1170,0.512,1.0,722.0
1171,0.512,1.0,722.0
1172,1.0,2.0,749.0
1173,1.0,2.0,749.0
1174,1.0,2.0,790.0
1175,0.256,0.0,846.0
1176,1.0,2.0,926.0
1177,0.512,2.0,940.0
1178,0.512,2.0,940.0
1179,0.512,1.0,970.0
1180,0.512,1.0,980.0
1181,0.256,1.0,998.0
1182,2.0,3.0,1015.0
1183,2.0,3.0,1017.0
1184,0.512,2.0,1067.0
1185,2.0,2.0,1090.0
1186,2.0,3.0,1106.0
1187,2.0,2.0,1110.0
1188,1.0,2.0,1163.0
1189,0.512,1.0,1165.0
1190,1.0,1.0,1207.0
1191,1.0,1.0,1207.0
1192,2.0,2.0,1212.0
1193,2.0,2.0,1290.0
1194,1.0,2.0,1304.0
1195,0.512,1.0,1337.0
1196,0.512,1.0,1337.0
1197,1.0,2.0,1424.0
1198,0.512,1.0,1430.0
1199,1.0,2.0,1432.0
1200,1.024,1.0,1444.0
1201,2.0,3.0,1477.0
1202,1.0,2.0,1480.0
1203,2.0,2.0,1490.0
1204,0.256,2.0,1504.0
1205,0.512,1.0,1508.0
1206,0.256,1.0,1560.0
1207,2.0,3.0,1570.0
1208,2.0,3.0,1590.0
1209,4.0,3.0,1609.0
1210,4.0,3.0,1647.0
1212,2.0,3.0,1701.0
1213,2.0,3.0,1760.0
1214,2.0,3.0,1760.0
1215,0.256,2.0,1770.0
1216,4.0,3.0,1799.0
1217,1.0,3.0,1818.0
1218,0.128,1.0,1837.0
1219,0.512,2.0,1859.0
1220,0.256,1.0,1860.0
1221,0.256,2.0,1878.0
1222,0.256,2.0,1880.0
1223,1.0,3.0,1893.0
1224,0.256,2.0,1958.0
1225,2.0,3.0,1980.0
1226,2.0,3.0,1980.0
1227,4.0,3.0,1980.0
1228,0.512,2.0,1991.0
1229,4.0,3.0,2000.0
1230,4.0,3.0,2000.0
1231,4.0,3.0,2010.0
1232,0.128,0.0,2013.0
1233,0.256,2.0,2017.0
1234,4.0,3.0,2033.0
1235,1.0,2.0,2090.0
1236,0.512,1.0,2158.0
1237,0.512,2.0,2170.0
1238,0.256,1.0,2178.0
1239,1.0,2.0,2190.0
1240,4.0,4.0,2200.0
1241,1.0,2.0,2228.0
1242,1.0,2.0,2236.0
1243,0.512,2.0,2236.0
1244,4.0,3.0,2255.0
1245,0.128,1.0,2266.0
1246,0.512,2.0,2274.0
1247,0.512,2.0,2274.0
1248,4.0,4.0,2310.0
1249,1.0,2.0,2310.0
1250,1.0,1.0,2369.0
1251,1.0,2.0,2374.0
1252,0.512,2.0,2380.0
1253,1.0,2.0,2380.0
1254,4.0,2.0,2390.0
1255,0.512,1.0,2400.0
1256,4.0,3.0,2408.0
1257,1.0,2.0,2410.0
1258,4.0,3.0,2420.0
1259,4.0,3.0,2420.0
1260,1.0,2.0,2430.0
1261,4.0,4.0,2440.0
1262,0.512,2.0,2442.0
1263,1.0,2.0,2455.0
1264,4.0,3.0,2470.0
1265,4.0,3.0,2470.0
1266,4.0,3.0,2470.0
1267,4.0,3.0,2470.0
1268,0.512,2.0,2470.0
1269,4.0,4.0,2475.0
1270,4.0,4.0,2475.0
1271,4.0,4.0,2480.0
1272,4.0,3.0,2480.0
1273,0.512,2.0,2483.0
1274,4.0,2.0,2490.0
1275,1.0,3.0,2493.0
1277,2.0,2.0,2500.0
1278,1.0,3.0,2525.0
1279,2.0,3.0,2526.0
1280,1.0,3.0,2526.0
1281,1.0,3.0,2526.0
1282,2.0,3.0,2526.0
1283,2.0,3.0,2526.0
1284,2.0,3.0,2526.0
1285,2.0,3.0,2526.0
1286,4.0,4.0,2530.0
1287,4.0,4.0,2530.0
1288,2.0,3.0,2530.0
1289,2.0,3.0,2538.0
1290,0.512,2.0,2539.0
1291,2.0,3.0,2560.0
1292,2.0,3.0,2560.0
1293,2.0,3.0,2570.0
1294,1.0,2.0,2580.0
1295,2.0,3.0,2590.0
1296,1.0,2.0,2592.0
1297,1.0,2.0,2592.0
1298,2.0,3.0,2600.0
1299,2.0,3.0,2628.0
1300,4.0,4.0,2640.0
1301,4.0,4.0,2640.0
1302,2.0,3.0,2640.0
1303,0.512,2.0,2640.0
1304,0.512,2.0,2672.0
1305,1.024,1.0,2674.0
1306,2.0,3.0,2678.0
1307,2.0,3.0,2690.0
1308,2.0,3.0,2700.0
1309,2.0,3.0,2718.0
1310,0.512,2.0,2723.0
1311,1.024,2.0,2728.0
1312,2.0,3.0,2737.0
1313,0.256,2.0,2740.0
1314,4.0,3.0,2750.0
1315,2.0,3.0,2763.0
1316,4.0,4.0,2770.0
1317,1.0,2.0,2770.0
1319,4.0,4.0,2780.0
1320,0.512,2.0,2810.0
1321,2.0,3.0,2827.0
1322,2.0,3.0,2832.0
1323,4.0,4.0,2840.0
1324,2.0,3.0,2850.0
1325,1.0,2.0,2871.0
1326,2.0,3.0,2885.0
1327,1.0,2.0,2893.0
1328,4.0,4.0,2910.0
1329,2.0,3.0,2930.0
1330,1.0,2.0,2948.0
1331,1.0,2.0,2948.0
1332,1.0,2.0,2951.0
1333,2.0,3.0,2954.0
1334,1.0,2.0,2960.0
1335,4.0,3.0,2970.0
1336,1.0,2.0,2975.0
1337,4.0,3.0,2977.0
1338,4.0,3.0,2980.0
1339,0.256,1.0,2983.0
1340,0.512,1.0,2987.0
1341,4.0,3.0,2990.0
1342,8.0,3.0,2990.0
1343,4.0,3.0,2995.0
1344,4.0,3.0,2995.0
1345,4.0,3.0,2995.0
1346,4.0,3.0,2995.0
1347,4.0,3.0,2995.0
1348,4.0,3.0,2995.0
1349,4.0,3.0,2995.0
1350,4.0,3.0,2995.0
1351,4.0,3.0,2995.0
1352,4.0,3.0,2995.0
1353,4.0,3.0,3000.0
1354,4.0,3.0,3000.0
1355,4.0,3.0,3000.0
1356,4.0,3.0,3001.0
1357,1.0,2.0,3010.0
1358,1.0,2.0,3012.0
1359,1.0,3.0,3035.0
1360,2.0,3.0,3035.0
1361,2.0,3.0,3035.0
1362,0.256,1.0,3040.0
1363,0.128,0.0,3041.0
1364,1.0,2.0,3046.0
1365,2.0,3.0,3050.0
1366,2.0,3.0,3050.0
1367,0.512,1.0,3050.0
1368,2.0,4.0,3062.0
1369,1.0,2.0,3067.0
1370,0.512,2.0,3070.0
1371,1.0,2.0,3080.0
1372,4.0,3.0,3086.0
1373,4.0,3.0,3100.0
1374,4.0,3.0,3100.0
1375,4.0,3.0,3100.0
1376,4.0,3.0,3100.0
1377,2.0,3.0,3110.0
1378,2.0,2.0,3112.0
1379,4.0,3.0,3117.0
1380,4.0,4.0,3135.0
1381,4.0,3.0,3150.0
1382,4.0,3.0,3158.0
1383,4.0,4.0,3160.0
1384,1.0,3.0,3160.0
1385,4.0,4.0,3168.0
1386,4.0,4.0,3168.0
1387,0.512,2.0,3168.0
1388,4.0,3.0,3180.0
1389,0.512,1.0,3189.0
1390,4.0,4.0,3200.0
1391,4.0,4.0,3210.0
1392,0.512,2.0,3211.0
1393,2.0,3.0,3214.0
1394,2.0,3.0,3214.0
1396,2.0,3.0,3267.0
1397,0.512,1.0,3278.0
1398,2.0,2.0,3278.0
1399,4.0,3.0,3280.0
1400,4.0,4.0,3280.0
1401,8.0,3.0,3280.0
1402,8.0,3.0,3280.0
1403,2.0,3.0,3286.0
1404,2.0,3.0,3286.0
1405,2.0,3.0,3286.0
1406,1.0,3.0,3310.0
1407,0.512,2.0,3330.0
1408,0.512,2.0,3330.0
1409,4.0,4.0,3336.0
1410,0.512,2.0,3339.0
1411,4.0,3.0,3340.0
1412,4.0,3.0,3350.0
1413,1.0,2.0,3361.0
1415,4.0,4.0,3398.0
1416,1.0,2.0,3400.0
1417,2.0,3.0,3409.0
1418,0.512,1.0,3429.0
1419,4.0,4.0,3430.0
1420,0.512,2.0,3440.0
1421,4.0,3.0,3442.0
1422,4.0,3.0,3454.0
1423,0.512,1.0,3460.0
1424,0.512,1.0,3468.0
1425,4.0,4.0,3470.0
1426,0.512,1.0,3480.0
1427,4.0,3.0,3497.0
1428,4.0,3.0,3498.0
1429,2.0,2.0,3500.0
1430,2.0,2.0,3500.0
1431,0.512,2.0,3500.0
1432,8.0,4.0,3500.0
1433,4.0,4.0,3510.0
1434,2.0,3.0,3510.0
1436,4.0,3.0,3545.0
1437,0.256,1.0,3561.0
1438,2.0,3.0,3570.0
1439,4.0,4.0,3575.0
1440,1.0,2.0,3580.0
1441,4.0,3.0,3590.0
1442,2.0,2.0,3600.0
1443,4.0,3.0,3600.0
1444,4.0,3.0,3600.0
1445,4.0,3.0,3600.0
1446,2.0,3.0,3630.0
1447,0.512,1.0,3640.0
1448,1.0,3.0,3640.0
1449,1.0,3.0,3652.0
1450,4.0,4.0,3670.0
1451,4.0,4.0,3670.0
1452,4.0,4.0,3670.0
1453,4.0,4.0,3670.0
1454,4.0,4.0,3670.0
1455,0.256,1.0,3684.0
1456,1.0,3.0,3690.0
1457,1.0,3.0,3691.0
1458,2.0,3.0,3709.0
1459,8.0,4.0,3714.0
1460,4.0,3.0,3724.0
1461,1.0,2.0,3738.0
1462,4.0,3.0,3740.0
1463,4.0,3.0,3740.0
1464,1.0,2.0,3751.0
1465,1.0,2.0,3751.0
1467,1.0,2.0,3751.0
1468,1.0,2.0,3751.0
1469,2.0,3.0,3782.0
1470,4.0,4.0,3810.0
1471,4.0,4.0,3810.0
1472,4.0,4.0,3810.0
1473,4.0,4.0,3810.0
1474,2.0,2.0,3827.0
1475,4.0,4.0,3835.0
1476,4.0,3.0,3850.0
1477,2.0,3.0,3850.0
1478,2.0,3.0,3850.0
1479,2.0,3.0,3850.0
1480,4.0,3.0,3864.0
1481,4.0,3.0,3870.0
1482,4.0,3.0,3870.0
1483,1.024,1.0,3870.0
1484,8.0,4.0,3880.0
1485,8.0,3.0,3890.0
1486,1.0,2.0,3890.0
1487,0.256,1.0,3901.0
1488,4.0,3.0,3905.0
1489,8.0,3.0,3930.0
1490,2.0,3.0,3932.0
1491,0.512,1.0,3931.0
1492,2.0,3.0,3932.0
1494,1.0,2.0,3953.0
1495,2.0,3.0,3966.0
1496,4.0,4.0,3980.0
1497,4.0,4.0,3980.0
1498,8.0,3.0,3980.0
1499,8.0,4.0,3980.0
1500,4.0,3.0,3980.0
1501,0.512,1.0,3981.0
1502,1.024,1.0,3982.0
1503,1.0,2.0,3987.0
1504,0.064,0.0,4019.0
1505,8.0,3.0,4020.0
1506,2.0,2.0,4024.0
1507,0.512,2.0,4042.0
1508,2.0,3.0,4054.0
1509,4.0,3.0,4054.0
1510,4.0,3.0,4054.0
1511,0.512,1.0,4054.0
1512,0.512,2.0,4054.0
1513,1.0,2.0,4059.0
1514,1.0,2.0,4059.0
1515,0.512,1.0,4064.0
1516,2.0,2.0,4075.0
1517,4.0,3.0,4080.0
1518,4.0,3.0,4080.0
1519,1.0,2.0,4098.0
1520,2.0,3.0,4100.0
1521,4.0,3.0,4105.0
1522,1.0,2.0,4110.0
1523,0.128,1.0,4110.0
1524,4.0,3.0,4120.0
1526,8.0,3.0,4158.0
1527,4.0,3.0,4160.0
1528,4.0,3.0,4160.0
1529,4.0,3.0,4160.0
1530,0.512,2.0,4160.0
1532,4.0,3.0,4160.0
1533,4.0,3.0,4160.0
1534,4.0,3.0,4160.0
1535,4.0,3.0,4160.0
1536,2.0,3.0,4168.0
1537,8.0,4.0,4172.0
1538,2.0,3.0,4175.0
1539,2.0,3.0,4174.0
1540,1.0,2.0,4175.0
1541,1.0,2.0,4175.0
1542,2.0,3.0,4175.0
1543,1.0,2.0,4176.0
1544,1.0,2.0,4176.0
1545,1.0,2.0,4176.0
1546,1.024,1.0,4180.0
1547,2.0,2.0,4180.0
1548,2.0,2.0,4231.0
1549,8.0,3.0,4235.0
1550,2.0,2.0,4235.0
1551,2.0,2.0,4236.0
1552,1.0,3.0,4236.0
1553,2.0,3.0,4257.0
1554,1.0,3.0,4274.0
1555,2.0,3.0,4274.0
1556,4.0,3.0,4276.0
1557,1.0,2.0,4277.0
1558,4.0,4.0,4278.0
1559,4.0,4.0,4278.0
1560,4.0,4.0,4278.0
1561,4.0,4.0,4278.0
1562,4.0,3.0,4279.0
1563,0.128,0.0,4281.0
1564,1.0,2.0,4286.0
1565,8.0,3.0,4290.0
1566,8.0,3.0,4290.0
1567,4.0,3.0,4300.0
1568,4.0,3.0,4300.0
1569,1.0,2.0,4319.0
1570,1.0,2.0,4320.0
1571,4.0,4.0,4321.0
1572,4.0,4.0,4321.0
1573,4.0,3.0,4330.0
1574,4.0,4.0,4330.0
1575,4.0,4.0,4330.0
1576,1.0,3.0,4331.0
1577,1.0,3.0,4337.0
1578,4.0,3.0,4343.0
1579,4.0,3.0,4356.0
1580,4.0,3.0,4355.0
1581,8.0,4.0,4359.0
1582,2.0,2.0,4378.0
1583,8.0,3.0,4390.0
1584,8.0,3.0,4400.0
1585,8.0,4.0,4400.0
1586,4.0,3.0,4400.0
1587,2.0,3.0,4400.0
1588,4.0,4.0,4421.0
1589,2.0,3.0,4430.0
1590,1.0,1.0,4450.0
1591,4.0,4.0,4455.0
1592,8.0,3.0,4477.0
1593,8.0,4.0,4480.0
1594,8.0,4.0,4480.0
1595,2.0,2.0,4480.0
1596,0.512,1.0,4484.0
1597,8.0,4.0,4490.0
1598,8.0,4.0,4500.0
1599,8.0,4.0,4510.0
1600,8.0,4.0,4510.0
1601,8.0,3.0,4510.0
1602,2.0,3.0,4535.0
1603,2.0,3.0,4535.0
1604,4.0,3.0,4538.0
1605,4.0,3.0,4550.0
1606,4.0,4.0,4560.0
1607,0.512,1.0,4562.0
1608,1.0,1.0,4563.0
1609,4.0,4.0,4565.0
1610,4.0,3.0,4579.0
1611,8.0,4.0,4580.0
1612,2.0,3.0,4595.0
1613,0.512,2.0,4597.0
1614,2.0,3.0,4599.0
1615,6.0,3.0,4600.0
1616,2.0,3.0,4610.0
1617,4.0,3.0,4620.0
1618,2.0,3.0,4622.0
1619,0.512,2.0,4628.0
1620,4.0,3.0,4635.0
1621,8.0,4.0,4640.0
1622,8.0,3.0,4640.0
1623,4.0,4.0,4645.0
1624,4.0,4.0,4645.0
1625,8.0,3.0,4649.0
1626,4.0,3.0,4650.0
1627,4.0,4.0,4664.0
1628,4.0,4.0,4664.0
1629,4.0,4.0,4664.0
1630,4.0,4.0,4664.0
1631,8.0,3.0,4675.0
1632,8.0,3.0,4675.0
1633,4.0,4.0,4680.0
1634,4.0,4.0,4680.0
1635,8.0,4.0,4700.0
1636,1.0,2.0,4706.0
1637,2.0,3.0,4708.0
1638,1.0,2.0,4719.0
1639,1.0,2.0,4720.0
1640,8.0,4.0,4730.0
1641,8.0,3.0,4730.0
1642,2.0,3.0,4740.0
1643,0.512,2.0,4748.0
1644,0.512,2.0,4748.0
1645,2.0,3.0,4750.0
1646,8.0,4.0,4755.0
1648,4.0,4.0,4780.0
1649,2.0,2.0,4780.0
1651,4.0,3.0,4790.0
1652,1.024,2.0,4790.0
1653,6.0,3.0,4800.0
1654,2.0,3.0,4800.0
1655,2.0,2.0,4813.0
1656,0.512,2.0,4830.0
1657,1.0,2.0,4837.0
1658,2.0,3.0,4839.0
1659,8.0,3.0,4840.0
1660,8.0,4.0,4860.0
1661,4.0,3.0,4871.0
1662,8.0,3.0,4880.0
1663,0.512,2.0,4888.0
1664,4.0,3.0,4895.0
1665,8.0,3.0,4900.0
1666,8.0,3.0,4900.0
1667,2.0,3.0,4913.0
1668,2.0,3.0,4913.0
1669,4.0,4.0,4917.0
1670,2.0,2.0,4923.0
1671,2.0,2.0,4923.0
1672,1.0,2.0,4928.0
1673,1.0,2.0,4930.0
1674,8.0,3.0,4930.0
1675,8.0,3.0,4930.0
1676,8.0,3.0,4930.0
1677,4.0,3.0,4958.0
1678,2.0,3.0,4961.0
1679,8.0,4.0,4960.0
1680,1.0,2.0,4962.0
1681,8.0,3.0,4971.0
1682,2.0,3.0,4980.0
1683,8.0,3.0,4980.0
1684,8.0,4.0,4980.0
1685,8.0,4.0,4980.0
1686,8.0,4.0,4980.0
1687,8.0,3.0,4980.0
1688,4.0,3.0,4980.0
1689,2.0,3.0,4992.0
1690,1.0,3.0,5000.0
1691,1.0,3.0,5012.0
1692,1.0,3.0,5012.0
1693,2.0,3.0,5012.0
1694,2.0,3.0,5012.0
1695,2.0,3.0,5012.0
1696,2.0,3.0,5012.0
1697,2.0,3.0,5012.0
1698,1.0,2.0,5017.0
1699,1.0,2.0,5017.0
1700,1.0,2.0,5021.0
1701,1.0,2.0,5030.0
1702,1.0,2.0,5030.0
1703,0.256,2.0,5039.0
1704,8.0,4.0,5042.0
1705,2.0,3.0,5053.0
1706,8.0,4.0,5060.0
1707,8.0,4.0,5060.0
1708,4.0,4.0,5060.0
1709,4.0,4.0,5060.0
1710,1.0,1.0,5060.0
1711,2.0,2.0,5060.0
1712,2.0,2.0,5060.0
1713,0.512,1.0,5060.0
1714,1.024,1.0,5066.0
1715,4.0,3.0,5074.0
1716,8.0,4.0,5080.0
1717,8.0,4.0,5080.0
1718,4.0,3.0,5090.0
1719,0.512,2.0,5090.0
1720,1.0,2.0,5092.0
1721,0.256,2.0,5092.0
1722,8.0,3.0,5100.0
1723,1.0,3.0,5101.0
1724,2.0,3.0,5122.0
1725,8.0,4.0,5140.0
1726,0.512,1.0,5141.0
1727,1.0,2.0,5146.0
1728,1.0,2.0,5146.0
1729,2.0,2.0,5170.0
1730,8.0,4.0,5180.0
1731,8.0,4.0,5193.0
1732,1.0,2.0,5194.0
1733,2.0,3.0,5199.0
1734,2.0,2.0,5211.0
1735,0.512,1.0,5214.0
1736,0.256,2.0,5217.0
1737,1.0,2.0,5220.0
1738,1.0,2.0,5220.0
1739,8.0,4.0,5225.0
1740,8.0,4.0,5225.0
1741,8.0,4.0,5225.0
1742,8.0,4.0,5225.0
1743,2.0,2.0,5230.0
1744,8.0,3.0,5245.0
1745,8.0,3.0,5266.0
1746,4.0,3.0,5270.0
1747,4.0,3.0,5270.0
1748,4.0,3.0,5270.0
1749,8.0,4.0,5280.0
1750,2.0,2.0,5322.0
1751,4.0,3.0,5323.0
1752,8.0,3.0,5327.0
1753,8.0,4.0,5329.0
1754,8.0,4.0,5335.0
1755,1.0,3.0,5350.0
1756,2.0,2.0,5350.0
1757,2.0,2.0,5363.0
1758,6.0,3.0,5380.0
1759,1.0,2.0,5410.0
1760,4.0,4.0,5410.0
1761,4.0,4.0,5410.0
1763,2.0,2.0,5423.0
1764,1.0,2.0,5427.0
1765,1.0,2.0,5427.0
1766,4.0,3.0,5440.0
1767,2.0,3.0,5445.0
1768,4.0,3.0,5445.0
1769,0.512,2.0,5445.0
1770,2.0,2.0,5446.0
1771,8.0,3.0,5449.0
1772,8.0,3.0,5469.0
1773,8.0,3.0,5470.0
1774,8.0,4.0,5500.0
1775,8.0,3.0,5500.0
1776,8.0,3.0,5500.0
1777,8.0,3.0,5500.0
1778,8.0,4.0,5500.0
1779,8.0,4.0,5500.0
1780,8.0,4.0,5500.0
1781,8.0,4.0,5500.0
1782,8.0,4.0,5500.0
1783,8.0,3.0,5500.0
1784,8.0,3.0,5500.0
1785,8.0,3.0,5500.0
1786,8.0,3.0,5500.0
1787,8.0,3.0,5500.0
1788,8.0,3.0,5500.0
1789,8.0,3.0,5500.0
1790,8.0,3.0,5500.0
1791,8.0,3.0,5500.0
1792,8.0,3.0,5500.0
1793,8.0,3.0,5500.0
1794,8.0,3.0,5500.0
1795,8.0,3.0,5500.0
1796,8.0,3.0,5500.0
1797,8.0,3.0,5500.0
1799,0.256,1.0,5550.0
1800,2.0,3.0,5562.0
1801,2.0,3.0,5562.0
1802,2.0,3.0,5562.0
1803,2.0,3.0,5562.0
1804,2.0,3.0,5562.0
1805,2.0,3.0,5562.0
1806,2.0,3.0,5564.0
1807,2.0,3.0,5582.0
1808,0.064,0.0,5596.0
1809,8.0,4.0,5600.0
1810,8.0,4.0,5600.0
1811,4.0,3.0,5600.0
1812,4.0,3.0,5613.0
1813,8.0,4.0,5620.0
1814,8.0,3.0,5620.0
1815,8.0,3.0,5620.0
1816,8.0,3.0,5620.0
1817,2.0,3.0,5621.0
1818,8.0,3.0,5623.0
1819,4.0,3.0,5625.0
1820,8.0,4.0,5631.0
1821,4.0,3.0,5638.0
1822,8.0,3.0,5646.0
1823,8.0,3.0,5665.0
