0,name,url,capacity,read_speed,write_speed,std_size,interface,type,thikness,PRICE
972,インテル Optane SSD 900P SSDPED1D280GASX,https://kakaku.com/item/K0001012879/,280.0,2500.0,2000.0,0,PCI-Express,3DXpoint,0,59724
973,IODATA HDUS-TBSB1.0,https://kakaku.com/item/K0000770028/,1000.0,279.44,251.03,0,0,0,0,59800
974,サムスン 860 PRO MZ-76P2T0B/IT,https://kakaku.com/item/K0001027983/,2000.0,560.0,530.0,2.5インチ,SerialATA6Gb/s,V-NAND2bitMLC,6.8mm,61091
976,トランセンド ESD220C TS480GESD220C [ブラック],https://kakaku.com/item/K0000956895/,480.0,410.0,400.0,0,USB,TLC,0,61754
978,インテル DC S4500 SSDSC2KB960G701,https://kakaku.com/item/K0000993271/,960.0,500.0,490.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,66527
979,グリーンハウス GH-SSD32E960,https://kakaku.com/item/K0000827667/,960.0,520.0,500.0,2.5インチ,SerialATA6Gb/s,MLC,7mm,67780
981,SONY SV-GS96,https://kakaku.com/item/K0000944574/,960.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,0,9.5mm,70070
982,トランセンド SSD420 TS1TSSD420K,https://kakaku.com/item/K0001056423/,1000.0,570.0,470.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,71961
983,HGST G-DRIVE mobile SSD R-Series 2000GB 0G06054,https://kakaku.com/item/K0001031115/,2000.0,560.0,560.0,0,USB,0,0,72360
984,crucial MX300 CT2050MX300SSD1,https://kakaku.com/item/K0000910367/,2050.0,530.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,78408
986,インテル Optane SSD 900P SSDPED1D480GASX,https://kakaku.com/item/K0001012880/,480.0,2500.0,2000.0,0,PCI-Express,3DXpoint,0,91922
987,バッファロー SSD-WA1.0T,https://kakaku.com/item/K0000593376/,1000.0,763.0,616.0,0,0,0,0,94380
988,Lenovo 4XB0W79582,https://kakaku.com/item/K0001197250/,1000.0,3500.0,3000.0,M.2(Type2280),PCI-Express,0,2.28mm,96149
989,HGST G-DRIVE ev RaW SSD 2000GB JP 0G06034,https://kakaku.com/item/K0001018813/,2000.0,425.0,425.0,2.5インチ,USB,0,0,96309
990,IODATA HDUS-TBSSS1.0,https://kakaku.com/item/K0000606302/,1000.0,264.77,240.7,0,0,0,0,107800
991,サムスン T3 MU-PT2T0B/IT,https://kakaku.com/item/K0000860338/,2000.0,450.0,450.0,0,USB,V-NAND,0,122346
992,インテル DC S4500 SSDSC2KB019T701,https://kakaku.com/item/K0000993270/,1900.0,500.0,490.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,129694
993,IBM 43W7714,https://kakaku.com/item/K0000353597/,50.0,80.0,50.0,2.5インチ,SerialATA,SLC,9.5mm,156744
994,トランセンド TS1TESD400K,https://kakaku.com/item/K0000672296/,1000.0,410.0,380.0,0,USB,MLC,0,180902
996,AKITIO Thunder3 PCIe SSD T3PC-T3DIS-AKTJP,https://kakaku.com/item/K0000974295/,1200.0,2500.0,1200.0,0,Thunderbolt/USB,0,0,209530
997,インテル Optane SSD DC P4800X SSDPED1K375GA01,https://kakaku.com/item/K0001010388/,375.0,2400.0,2000.0,0,PCI-Express,3DXpoint,0,235427
999,インテル Optane SSD 905P SSDPED1D015TAX1,https://kakaku.com/item/K0001102556/,1500.0,2600.0,2200.0,0,PCI-Express,3DXpoint,0,274800
1000,インテル DC S4500 SSDSC2KB038T701,https://kakaku.com/item/K0000993269/,3800.0,500.0,470.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,275517
1001,ユニスター SEKITOBA TM110A-S25-M128G34,https://kakaku.com/item/K0000148980/,128.0,270.0,200.0,2.5インチ,SerialATA,MLC,9.5mm,293500
1002,IBM 43W7746,https://kakaku.com/item/K0000353600/,200.0,150.0,35.0,1.8インチ,SerialATA,0,0,472958
