0,name,url,capacity,read_speed,write_speed,std_size,interface,type,thikness,PRICE
553,トランセンド TS128GMTS600,https://kakaku.com/item/K0000669342/,128.0,560.0,310.0,M.2(Type2260),SerialATA6Gb/s,MLC,3.5mm,7582
554,KINGMAX KM480GKE31WE [White],https://kakaku.com/item/K0001127438/,480.0,400.0,390.0,0,USB,3DNAND,0,7967
556,グリーンハウス GH-SSDU3C480,https://kakaku.com/item/K0001222104/,480.0,380.0,340.0,0,USB,TLC,0,7998
557,LITEON MU 3 PH6-CE480-L2,https://kakaku.com/item/K0001079199/,480.0,560.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,8008
558,SANDISK ウルトラ II SSD SDSSDHII-480G-J26,https://kakaku.com/item/K0000845981/,480.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,8127
559,エレコム ESD-JEC0480GBK [ブラック],https://kakaku.com/item/K0001082292/,480.0,350.0,350.0,0,USB,TLC,0,8580
560,Colorful SL500 640G BLUE Limited Edition [BLUE],https://kakaku.com/item/K0001070005/,640.0,530.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,8613
561,エレコム ESD-EG0250GBUR [ブルー],https://kakaku.com/item/K0001218916/,250.0,430.0,400.0,0,USB,0,0,8770
562,Silicon Power SP240GBSS3S55S25 [ブラック],https://kakaku.com/item/K0000495407/,240.0,550.0,440.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,8800
563,バッファロー SSD-PM480U3A-B [ブラック],https://kakaku.com/item/K0000975637/,480.0,421.6,370.0,0,USB,0,0,8880
564,トランセンド JetDrive 420 TS240GJDM420,https://kakaku.com/item/K0000690810/,240.0,570.0,310.0,0,SerialATA6Gb/s,同期型MLC,0,8980
565,Colorful CN600 240G,https://kakaku.com/item/K0000981376/,240.0,800.0,700.0,M.2(Type2280),PCI-Express,TLC,5mm,9183
566,キングストン HyperX FURY RGB SSD SHFR200/240G,https://kakaku.com/item/K0001103731/,240.0,550.0,480.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,9.5mm,9280
567,ADATA Ultimate SU800 ASU800SS-512GT-C,https://kakaku.com/item/K0000903569/,512.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,9360
570,バッファロー SSD-PH250U3-BA [ブラック],https://kakaku.com/item/K0001147810/,250.0,1000.0,900.0,0,USB,0,0,9833
572,SANDISK エクストリーム500 SDSSDEXT-250G-J25,https://kakaku.com/item/K0000945501/,250.0,415.0,365.0,0,USB,0,0,9900
573,トランセンド TS256GESD400K,https://kakaku.com/item/K0000672294/,256.0,410.0,380.0,0,USB,MLC,0,9980
574,トランセンド TS480GESD230C [ブラック],https://kakaku.com/item/K0001127441/,480.0,520.0,460.0,2.5インチ,USB,3DNAND,0,9980
575,PLEXTOR M9Pe(Y) PX-256M9PeY,https://kakaku.com/item/K0001024373/,256.0,3000.0,1000.0,0,PCI-Express,BiCS33DTLC,22.39mm,10078
576,サムスン T5 MU-PA500B/WW [blue],https://kakaku.com/item/K0001139472/,500.0,540.0,540.0,0,USB,V-NAND,0,10192
577,PLEXTOR PX-128M6Pro,https://kakaku.com/item/K0000682921/,128.0,545.0,330.0,2.5インチ,SerialATA6Gb/s,0,6.8mm,10363
578,SK hynix SL308 HFS250G32TND-N1A2A,https://kakaku.com/item/K0000935796/,250.0,560.0,490.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,10480
579,Team T-FORCE DELTA RGB SSD T253TR250G3C313 [ブラック],https://kakaku.com/item/K0001064446/,250.0,560.0,500.0,2.5インチ,SerialATA6Gb/s,0,9.5mm,10574
580,ABONMAX AM-SSD-512GB,https://kakaku.com/item/K0001193806/,512.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,10900
581,SANDISK ウルトラ II SSD SDSSDHII-240G-J26,https://kakaku.com/item/K0000845980/,240.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,11000
582,BIOSTAR S120 S120-1TB,https://kakaku.com/item/K0001217376/,1000.0,550.0,525.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,11616
583,エレコム ESD-EF0500GBK [ブラック],https://kakaku.com/item/K0001188705/,500.0,430.0,410.0,0,USB,0,0,11696
584,HP P500 7PD55AA#UUF [シルバー],https://kakaku.com/item/K0001204294/,500.0,370.0,200.0,0,USB,3DNAND,0,11732
585,SANDISK SSD PLUS SDSSDA-960G-J26C,https://kakaku.com/item/K0000929162/,960.0,535.0,450.0,2.5インチ,SerialATA6Gb/s,0,7mm,11999
586,addlink X70 ad512GBX70M2P,https://kakaku.com/item/K0001217887/,512.0,3400.0,2000.0,M.2(Type2280),PCI-Express,3DTLCNAND,9.1mm,12480
587,IODATA SDPX-USC480C [シルバー],https://kakaku.com/item/K0001203362/,480.0,560.0,510.0,0,USB,0,0,12903
589,トランセンド TS256GMTS600,https://kakaku.com/item/K0000669343/,256.0,560.0,310.0,M.2(Type2260),SerialATA6Gb/s,MLC,3.5mm,12980
590,キングストン HyperX FURY RGB SSD SHFR200/480G,https://kakaku.com/item/K0001103732/,480.0,550.0,480.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,9.5mm,13280
592,トランセンド JetDrive 500 TS240GJDM500,https://kakaku.com/item/K0000680349/,240.0,570.0,460.0,0,SerialATA6Gb/s,MLC,0,13500
593,トランセンド JetDrive 520 TS240GJDM520,https://kakaku.com/item/K0000680352/,240.0,570.0,460.0,0,SerialATA6Gb/s,MLC,0,13500
594,IODATA GigaCrysta E.A.G.L SSPX-GC512G,https://kakaku.com/item/K0001204457/,512.0,450.0,440.0,0,USB,0,0,13765
595,キングストン KC600 SSD SKC600/1024G,https://kakaku.com/item/K0001221978/,1024.0,550.0,530.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,14180
596,Team T-FORCE DELTA RGB SSD T253TR250G3C413 [ホワイト],https://kakaku.com/item/K0001109874/,250.0,560.0,500.0,2.5インチ,SerialATA6Gb/s,0,9.5mm,14707
597,トランセンド JetDrive 720 TS240GJDM720,https://kakaku.com/item/K0000680355/,240.0,570.0,460.0,0,SerialATA6Gb/s,MLC,0,14980
599,インテル D3-S4610 SSDSC2KG240G801,https://kakaku.com/item/K0001105354/,240.0,560.0,320.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,16280
600,ESSENCORE KLEVV NEO N600 D480GAA-N600,https://kakaku.com/item/K0001004165/,480.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,16310
601,キングストン HyperX SAVAGE EXO SSD SHSX100/960G,https://kakaku.com/item/K0001103735/,960.0,500.0,480.0,0,USB,3DTLCNAND,0,16420
603,SUPER TALENT DuraDrive ZT4 FEU256MD1X,https://kakaku.com/item/K0000857255/,256.0,112.0,90.0,1.8インチ,ZIF,MLC,5mm,16500
604,ADATA Ultimate SU800 M.2 2280 ASU800NS38-1TT-C,https://kakaku.com/item/K0000921330/,1000.0,560.0,520.0,M.2(Type2280),SerialATA6Gb/s,3DTLC,3.5mm,17110
605,エレコム ESD-EC0960GBK [ブラック],https://kakaku.com/item/K0001152655/,960.0,410.0,400.0,0,USB,TLC,0,17169
606,SUPER TALENT FE8256MD2D,https://kakaku.com/item/K0000685155/,256.0,110.0,95.0,2.5インチ,IDE,MLC,9.5mm,17270
607,エレコム ESD-EC0960GRD [レッド],https://kakaku.com/item/K0001152656/,960.0,410.0,400.0,0,USB,TLC,0,17518
608,プリンストン ULTRA PLUS PHD-GS480GU,https://kakaku.com/item/K0001149186/,480.0,1000.0,900.0,0,USB,3DTLCNAND,0,17849
610,サムスン 960 EVO M.2 MZ-V6E500B/IT,https://kakaku.com/item/K0000929860/,500.0,3200.0,1800.0,M.2(Type2280),PCI-Express,V-NAND,2.38mm,18600
611,crucial MX300 CT525MX300SSD4/JP,https://kakaku.com/item/K0000955622/,525.0,530.0,510.0,M.2(Type2280),SerialATA6Gb/s,3DTLC,3.58mm,18660
612,トランセンド TS256GMTS800,https://kakaku.com/item/K0000669348/,256.0,560.0,310.0,M.2(Type2280),SerialATA6Gb/s,MLC,3.5mm,19131
613,バッファロー SSD-PZN480U3-BK,https://kakaku.com/item/K0000834470/,480.0,360.0,360.0,0,USB,0,0,19500
614,サムスン T5 MU-PA1T0B/WW [BLACK],https://kakaku.com/item/K0001167453/,1000.0,540.0,540.0,0,USB,V-NAND,0,19500
615,サムスン T5 MU-PA1T0R/WW [red],https://kakaku.com/item/K0001162557/,1000.0,540.0,540.0,0,USB,V-NAND,0,19500
617,トランセンド MTS800 TS512GMTS800S,https://kakaku.com/item/K0001018673/,512.0,500.0,450.0,M.2(Type2280),SerialATA6Gb/s,NANDMLC,3.58mm,20980
618,IODATA SDPX-USC1C [シルバー],https://kakaku.com/item/K0001203363/,1000.0,560.0,510.0,0,USB,0,0,21009
619,エレコム ESD-EF1000GBK [ブラック],https://kakaku.com/item/K0001188708/,1000.0,430.0,420.0,0,USB,0,0,21640
620,エレコム ESD-EF1000GNV [ネイビー],https://kakaku.com/item/K0001188709/,1000.0,430.0,420.0,0,USB,0,0,21640
621,ロジテック 【直販モデル】 LMD-SM1024UC,https://kakaku.com/item/K0001220798/,1024.0,3470.0,2750.0,0,PCI-Express,0,0,21670
622,トランセンド TS960GESD350C [ネイビーブルー],https://kakaku.com/item/K0001162153/,960.0,1050.0,950.0,0,USB,3DNAND,0,21980
624,グリーンハウス GH-SSDTB3A480,https://kakaku.com/item/K0001096012/,480.0,1400.0,750.0,2.5インチ,0,TLC,0,22270
625,ADATA SC660H ASC660H-960GU31-CTI [チタン],https://kakaku.com/item/K0001180657/,960.0,440.0,430.0,0,USB,3DNAND,0,22780
626,トランセンド JetDrive 820 TS480GJDM820,https://kakaku.com/item/K0000999662/,480.0,950.0,800.0,0,PCI-Express,3DTLC,0.8mm,22800
627,トランセンド SSD420 TS256GSSD420K,https://kakaku.com/item/K0001056421/,256.0,570.0,470.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,23117
628,ADATA XPG SX6000 Lite ASX6000LNP-1TT-C,https://kakaku.com/item/K0001127378/,1000.0,1800.0,1200.0,M.2(Type2280),PCI-Express,3DNAND,2.15mm,23860
629,トランセンド JetDrive 520 TS480GJDM520,https://kakaku.com/item/K0000680353/,480.0,570.0,460.0,0,SerialATA6Gb/s,MLC,0,24800
630,トランセンド MTS400 TS512GMTS400S,https://kakaku.com/item/K0001018677/,512.0,560.0,460.0,M.2(Type2242),SerialATA6Gb/s,NANDMLC,3.58mm,24800
633,ADATA Ultimate SU800 ASU800SS-2TT-C,https://kakaku.com/item/K0001078533/,2000.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,30250
637,SANDISK ウルトラ II SSD SDSSDHII-960G-J26,https://kakaku.com/item/K0000845982/,960.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,35090
638,PLEXTOR M8SeGN PX-1TM8SeGN,https://kakaku.com/item/K0000966670/,1000.0,2450.0,1000.0,M.2(Type2280),PCI-Express,TLC,3.65mm,37731
640,PLEXTOR PX-512M6G-2280,https://kakaku.com/item/K0000675884/,512.0,520.0,450.0,M.2(Type2280),SerialATA6Gb/s,MLC,3.65mm,40788
641,HGST Atomos Master Caddy 4K 1000GB Black WW 0G05221,https://kakaku.com/item/K0000992129/,1000.0,500.0,500.0,0,0,0,0,41060
642,ADATA ASP920SS3-1TM-C,https://kakaku.com/item/K0000640842/,1000.0,560.0,500.0,2.5インチ,SerialATA6Gb/s,MLC,7mm,45078
643,トランセンド JetDrive 500 TS960GJDM500,https://kakaku.com/item/K0000680351/,960.0,570.0,460.0,0,SerialATA6Gb/s,MLC,0,45980
644,トランセンド JetDrive 725 TS960GJDM725,https://kakaku.com/item/K0000680360/,960.0,570.0,460.0,0,SerialATA6Gb/s,MLC,0,45980
645,パナソニック RP-SBD512P3 [シルバー],https://kakaku.com/item/K0001111118/,512.0,1500.0,1000.0,0,0,0,0,46590
646,インテル D3-S4610 SSDSC2KG019T801,https://kakaku.com/item/K0001105353/,1920.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,67178
647,パナソニック RP-SBD1TBP3 [シルバー],https://kakaku.com/item/K0001111117/,1000.0,1500.0,1000.0,0,0,0,0,74480
648,サムスン X5 MU-PB1T0B/IT,https://kakaku.com/item/K0001084256/,1024.0,2800.0,2300.0,0,0,0,0,76349
649,サムスン 860 EVO MZ-76E4T0B/IT,https://kakaku.com/item/K0001027987/,4000.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,V-NAND3bitMLC,6.8mm,81989
650,トランセンド MSA370 TS1TMSA370,https://kakaku.com/item/K0000913550/,1000.0,570.0,450.0,mSATA,SerialATA6Gb/s,MLC,4.85mm,105510
651,IBM 43W7726,https://kakaku.com/item/K0000353599/,50.0,140.0,18.0,1.8インチ,SerialATA,0,0,140054
652,トランセンド TS32GMTS600,https://kakaku.com/item/K0000669340/,32.0,560.0,310.0,M.2(Type2260),SerialATA6Gb/s,MLC,3.5mm,2590
653,トランセンド MTS800S TS32GMTS800S,https://kakaku.com/item/K0001104682/,32.0,500.0,450.0,M.2(Type2280),SerialATA6Gb/s,MLCNAND,3.58mm,3035
655,バッファロー SSD-PM120U3-B/N [ブラック],https://kakaku.com/item/K0000923829/,120.0,421.6,370.0,0,USB,0,0,3380
656,J&A Information LEVEN JS300 SSD JS300SSD240GB,https://kakaku.com/item/K0001025650/,240.0,560.0,440.0,2.5インチ,SerialATA6Gb/s,0,7mm,3459
657,エレコム ESD-JEC0120GWH [ホワイト],https://kakaku.com/item/K0001082289/,120.0,350.0,350.0,0,USB,TLC,0,3780
658,Silicon Power SP120GBSS3S55S25 [ブラック],https://kakaku.com/item/K0000495406/,120.0,550.0,440.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,3795
659,Wilk Elektronik GOODRAM CX300 SSDPR-CX300-120,https://kakaku.com/item/K0001048497/,120.0,555.0,540.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,3980
660,トランセンド SSD340 TS64GSSD340K,https://kakaku.com/item/K0000859230/,64.0,400.0,90.0,2.5インチ,SerialATA6Gb/s,MLC,6.8mm,3980
661,グリーンハウス GH-SSDU3C120,https://kakaku.com/item/K0001222102/,120.0,380.0,340.0,0,USB,TLC,0,3999
662,トランセンド MTS800 TS64GMTS800S,https://kakaku.com/item/K0001018670/,64.0,500.0,450.0,M.2(Type2280),SerialATA6Gb/s,NANDMLC,3.58mm,4054
663,ADTEC AD-L10D128G-25I,https://kakaku.com/item/K0001095945/,128.0,560.0,300.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,4100
664,トランセンド MTS400 TS64GMTS400S,https://kakaku.com/item/K0001018674/,64.0,560.0,460.0,M.2(Type2242),SerialATA6Gb/s,NANDMLC,3.58mm,4180
665,エレコム ESD-JEC0240GWH [ホワイト],https://kakaku.com/item/K0001082291/,240.0,350.0,350.0,0,USB,TLC,0,4280
666,エレコム ESD-ED0240GRD [レッド],https://kakaku.com/item/K0001078815/,240.0,300.0,200.0,0,USB,TLC,0,4416
667,PLEXTOR S3G PX-128S3G,https://kakaku.com/item/K0000972290/,128.0,550.0,500.0,M.2(Type2280),SerialATA6Gb/s,TLC,2.3mm,4441
668,Colorful SL300 160G,https://kakaku.com/item/K0001031004/,160.0,530.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,4480
669,バッファロー SSD-PL240U3-BK/N [ブラック],https://kakaku.com/item/K0000986769/,240.0,340.0,320.0,0,USB,0,0,4565
670,SUPER TALENT DuraDrive ZT4 FEU032MD1X,https://kakaku.com/item/K0000857252/,32.0,110.0,45.0,1.8インチ,ZIF,MLC,5mm,4730
671,トランセンド SSD420 TS16GSSD420K,https://kakaku.com/item/K0001056417/,16.0,570.0,470.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,4730
672,HI-DISC HDEXSSD240GPM10TD,https://kakaku.com/item/K0001055858/,240.0,400.0,380.0,0,USB,0,0,4780
673,バッファロー SSD-PL120U3-BK,https://kakaku.com/item/K0000961672/,120.0,340.0,200.0,0,USB,0,0,4796
674,KINGMAX KM240GKE31WE [White],https://kakaku.com/item/K0001127437/,240.0,400.0,390.0,0,USB,3DNAND,0,4967
675,グリーンハウス GH-SSDU3C240,https://kakaku.com/item/K0001222103/,240.0,380.0,340.0,0,USB,TLC,0,4998
677,エレコム ESD-EC0240GRD [レッド],https://kakaku.com/item/K0001038560/,240.0,410.0,400.0,0,USB,TLC,0,5094
678,エレコム ESD-EC0240GWH [ホワイト],https://kakaku.com/item/K0001038562/,240.0,410.0,400.0,0,USB,TLC,0,5094
679,ADATA SC680 ASC680-240GU32G2-CBK [ブラック],https://kakaku.com/item/K0001197252/,240.0,530.0,460.0,0,USB,3DNAND,0,5250
680,BIOSTAR M700 M700-256GB,https://kakaku.com/item/K0001222586/,256.0,1850.0,950.0,M.2(Type2280),PCI-Express,TLCNAND,3.5mm,5377
684,エレコム ESD-EJ0250GWH [ホワイト],https://kakaku.com/item/K0001214595/,250.0,400.0,320.0,0,USB,0,0,5574
685,ABONMAX AB-SSD-480GB,https://kakaku.com/item/K0001193810/,480.0,560.0,510.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,5590
686,ADTEC AD-L10D256G-25I,https://kakaku.com/item/K0001095946/,256.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,5740
687,トランセンド MTS950 TS64GMTS950T,https://kakaku.com/item/K0001056410/,64.0,550.0,520.0,M.2(Type2280),SerialATA6Gb/s,3DNANDTLC,3.58mm,5775
688,キングストン UV500 SSD SUV500M8/240G,https://kakaku.com/item/K0001051557/,240.0,520.0,500.0,M.2(Type2280),SerialATA6Gb/s,3DTLC,3.5mm,5779
689,KingFast F6 PRO 2710DCS23-240,https://kakaku.com/item/K0001093079/,240.0,530.0,470.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,5780
690,SUPER TALENT SATA Mini 2 PCIe DX1 FMT032JCRM,https://kakaku.com/item/K0000857256/,32.0,500.0,280.0,0,SerialATA6Gb/s,MLC,3.5mm,5820
692,Silicon Power Bolt B10 SP256GBPSDB10SBK [ブラック],https://kakaku.com/item/K0001031117/,256.0,400.0,400.0,0,USB,0,0,5900
693,パナソニック RP-SUD128P3 [シルバー],https://kakaku.com/item/K0000934826/,128.0,400.0,400.0,0,USB,TLC,0,5934
694,トランセンド SSD340 TS128GSSD340K,https://kakaku.com/item/K0000859229/,128.0,550.0,170.0,2.5インチ,SerialATA6Gb/s,MLC,6.8mm,5980
695,WESTERN DIGITAL WD Blue SN550 NVMe WDS250G2B0C,https://kakaku.com/item/K0001220481/,250.0,2400.0,950.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,5980
696,ESSENCORE KLEVV NEO N600 D120GAA-N600,https://kakaku.com/item/K0000961346/,120.0,560.0,370.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,5990
697,ADATA Ultimate SU650 ASU650SS-480GT-C,https://kakaku.com/item/K0001024488/,480.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,6115
698,PNY PHANTOM-1 SSD7CSPTM1-120-RB,https://kakaku.com/item/K0000956754/,120.0,550.0,410.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,6138
699,サムスン MZ-7TE250B/IT,https://kakaku.com/item/K0000546768/,250.0,540.0,520.0,2.5インチ,SerialATA6Gb/s,3bitMLC,6.8mm,6217
700,UMAX S330 S330TL480,https://kakaku.com/item/K0001083594/,480.0,560.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,6250
702,トランセンド SSD450 TS64GSSD450K,https://kakaku.com/item/K0001056414/,64.0,550.0,520.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,6.8mm,6355
703,Patriot Memory Spark PSK128GS25SSDR,https://kakaku.com/item/K0000896247/,128.0,555.0,500.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,6379
705,crucial MX500 CT250MX500SSD4,https://kakaku.com/item/K0001024638/,250.0,560.0,510.0,M.2(Type2280),0,3DNAND,0,6402
706,トランセンド TS64GMTS800,https://kakaku.com/item/K0000669346/,64.0,560.0,310.0,M.2(Type2280),SerialATA6Gb/s,MLC,3.5mm,6416
707,グリーンハウス GH-SSDS25A480,https://kakaku.com/item/K0001136534/,480.0,520.0,450.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,6460
708,Wilk Elektronik GOODRAM CX300 SSDPR-CX300-240,https://kakaku.com/item/K0001048498/,240.0,555.0,540.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,6480
709,トランセンド MTS800 TS128GMTS800S,https://kakaku.com/item/K0001018671/,128.0,500.0,450.0,M.2(Type2280),SerialATA6Gb/s,NANDMLC,3.58mm,6498
711,Corsair Force Series LE200 CSSD-F240GBLE200B,https://kakaku.com/item/K0001060406/,240.0,490.0,460.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,6854
712,CFD CSSD-S6O240NCG3V,https://kakaku.com/item/K0001031965/,240.0,550.0,500.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,7106
713,Corsair Force Series LE200 CSSD-F120GBLE200B,https://kakaku.com/item/K0001060405/,120.0,470.0,450.0,2.5インチ,SerialATA6Gb/s,TLCNAND,7mm,7150
714,Corsair Force Series MP300 CSSD-F240GBMP300,https://kakaku.com/item/K0001076918/,240.0,1580.0,920.0,M.2(Type2280),PCI-Express,3DTLCNAND,0,7200
715,UMAX S330 UM-SSD25S330-480,https://kakaku.com/item/K0001216437/,480.0,560.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,7280
716,IODATA SSPH-UT480R [ワインレッド],https://kakaku.com/item/K0001148061/,480.0,350.0,300.0,0,USB,0,0,7374
717,トランセンド TS64GMTS400,https://kakaku.com/item/K0000669337/,64.0,560.0,160.0,M.2(Type2242),SerialATA6Gb/s,MLC,3.5mm,7447
718,ESSENCORE KLEVV CRAS C700 RGB K480GM2SP0-C7R,https://kakaku.com/item/K0001185424/,480.0,1500.0,1300.0,M.2(Type2280),PCI-Express,3DNAND,22mm,7480
719,WESTERN DIGITAL WD Blue SN550 NVMe WDS500G2B0C,https://kakaku.com/item/K0001220482/,500.0,2400.0,1750.0,M.2(Type2280),PCI-Express,3DNAND,2.38mm,7480
720,KingSpec Q-360,https://kakaku.com/item/K0001042819/,360.0,570.0,490.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,7618
721,エレコム ESD-EF0250GSV [シルバー],https://kakaku.com/item/K0001188704/,250.0,430.0,400.0,0,USB,0,0,7678
722,Colorful SL500 240G V2,https://kakaku.com/item/K0001049196/,240.0,530.0,450.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,7678
723,SUPER TALENT DuraDrive AT7 FTM128MU2P,https://kakaku.com/item/K0000968788/,128.0,540.0,190.0,2.5インチ,SerialATA6Gb/s,3DMLC,6.8mm,7700
725,トランセンド MTS820 TS480GMTS820S,https://kakaku.com/item/K0001018666/,480.0,550.0,500.0,M.2(Type2280),SerialATA6Gb/s,3DNANDTLC,3.58mm,7720
726,SANDISK エクストリーム 500 SDSSDEXT-240G-G25,https://kakaku.com/item/K0000859656/,240.0,415.0,340.0,0,USB,0,0,7770
727,Silicon Power Bolt B10 SP128GBPSDB10SBK [ブラック],https://kakaku.com/item/K0001031116/,128.0,400.0,400.0,0,USB,0,0,7980
728,addlink X70 ad256GBX70M2P,https://kakaku.com/item/K0001217886/,256.0,3000.0,1000.0,M.2(Type2280),PCI-Express,3DTLCNAND,9.1mm,7980
729,トランセンド SSD420 TS64GSSD420K,https://kakaku.com/item/K0001056419/,64.0,570.0,470.0,2.5インチ,SerialATA6Gb/s,MLCNAND,6.8mm,8088
730,AGI AGI320G06AI138,https://kakaku.com/item/K0001051706/,320.0,522.0,487.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,8143
731,PLEXTOR S3G PX-256S3G,https://kakaku.com/item/K0000972291/,256.0,550.0,510.0,M.2(Type2280),SerialATA6Gb/s,TLC,2.3mm,8143
732,SUPER TALENT SATA Mini 2 PCIe DX1 FMT064JCRM,https://kakaku.com/item/K0000857257/,64.0,500.0,280.0,0,SerialATA6Gb/s,MLC,3.5mm,8200
733,CFD CSSD-M2O256PG1VN,https://kakaku.com/item/K0000952893/,256.0,2000.0,1100.0,M.2(Type2280),PCI-Express,3DNAND,3.5mm,8250
734,BIOSTAR M700 M700-512GB,https://kakaku.com/item/K0001222587/,512.0,1700.0,1450.0,M.2(Type2280),PCI-Express,TLCNAND,3.5mm,8273
735,キングストン UV500 SSD SUV500/480G,https://kakaku.com/item/K0001051224/,480.0,520.0,500.0,2.5インチ,SerialATA6Gb/s,3DTLC,7mm,8310
736,PLEXTOR S2G PX-128S2G,https://kakaku.com/item/K0000918527/,128.0,520.0,460.0,M.2(Type2280),SerialATA6Gb/s,TLC,2.3mm,8380
737,Silicon Power Bolt B80 SP120GBPSDB80SCS [シルバー],https://kakaku.com/item/K0001034101/,120.0,500.0,450.0,0,USB,0,0,8456
738,ADATA SC680 ASC680-480GU32G2-CBL [ブルー],https://kakaku.com/item/K0001197253/,480.0,530.0,460.0,0,USB,3DNAND,0,8480
739,ADATA SC680 ASC680-480GU32G2-CBK [ブラック],https://kakaku.com/item/K0001193827/,480.0,530.0,460.0,0,USB,3DNAND,0,8750
740,キングストン UV500 SSD SUV500M8/480G,https://kakaku.com/item/K0001051558/,480.0,520.0,500.0,M.2(Type2280),SerialATA6Gb/s,3DTLC,3.5mm,8780
743,バッファロー SSD-PM480U3A-S [シルバー],https://kakaku.com/item/K0000975638/,480.0,421.6,370.0,0,USB,0,0,8880
745,キングストン A2000 SSD SA2000M8/250G,https://kakaku.com/item/K0001180669/,250.0,2000.0,1100.0,M.2(Type2280),PCI-Express,3DNAND,3.5mm,8980
746,HI-DISC HDEXSSD480GPM10TD,https://kakaku.com/item/K0001201244/,480.0,400.0,300.0,0,USB,0,0,8980
747,SUPER TALENT USB3.1 Portable RAIDDrive FUW240UCU0,https://kakaku.com/item/K0000896517/,240.0,750.0,700.0,0,USB,TLC,0,8980
748,AGI AGI480G17AI178,https://kakaku.com/item/K0001051707/,480.0,538.0,491.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,9020
749,インテル 600p Series SSDPEKKW128G7X1,https://kakaku.com/item/K0000910587/,128.0,770.0,450.0,M.2(Type2280),PCI-Express,3DTLC,1.5mm,9069
750,crucial MX500 CT500MX500SSD4,https://kakaku.com/item/K0001024639/,500.0,560.0,510.0,M.2(Type2280),0,3DNAND,0,9116
751,キングストン SSDNow UV400 SUV400S37/240G,https://kakaku.com/item/K0000882467/,240.0,550.0,490.0,2.5インチ,SerialATA6Gb/s,TLC,7mm,9116
752,プリンストン PHD-PS240GU,https://kakaku.com/item/K0001186879/,240.0,1000.0,800.0,0,USB,3DTLCNAND,0,9235
753,CFD CSSD-S6O480CG3VP,https://kakaku.com/item/K0001048910/,480.0,550.0,530.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,9246
754,LITEON MU 3 PH6-CE240,https://kakaku.com/item/K0001052463/,240.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DTLCNAND,7mm,9328
755,LITEON MU 3 PH5-CE240,https://kakaku.com/item/K0000955716/,240.0,550.0,490.0,2.5インチ,SerialATA6Gb/s,3DNAND,7mm,9350
756,ADTEC AD-L10D512G-25I,https://kakaku.com/item/K0001095947/,512.0,560.0,520.0,2.5インチ,SerialATA6Gb/s,3DNANDTLC,7mm,9360
