,SP,m_cap,m_bus,m_clock,PRICE
186,896.0,4000.0,128.0,8002.000000000001,19264.0
187,1280.0,6000.0,192.0,8007.999999999999,27478.0
188,1408.0,6000.0,192.0,14000.0,27800.0
189,2560.0,8000.0,256.0,14000.0,47498.0
190,2560.0,8000.0,256.0,14000.0,63800.0
191,2176.0,8000.0,256.0,14000.0,64680.0
192,2944.0,8000.0,256.0,14000.0,78078.0
193,384.0,2000.0,64.0,5000.0,6094.0
194,896.0,4000.0,128.0,8002.000000000001,20127.0
195,1536.0,6000.0,192.0,12000.0,35918.0
196,2304.0,8000.0,256.0,14000.0,51400.0
197,3072.0,8000.0,256.0,15500.0,89800.0
198,4352.0,11000.0,352.0,14000.0,204614.0
199,3072.0,8000.0,256.0,15500.0,98659.0
200,1408.0,6000.0,192.0,14000.0,34595.0
201,2176.0,8000.0,256.0,14000.0,48369.0
202,2560.0,8000.0,256.0,14000.0,52749.0
203,2560.0,8000.0,256.0,14000.0,62458.0
204,1408.0,8000.0,128.0,14000.0,28980.0
205,1536.0,6000.0,192.0,12000.0,31280.0
206,2304.0,8000.0,256.0,14000.0,39700.0
207,2304.0,8000.0,256.0,14000.0,48609.0
208,2560.0,8000.0,256.0,14000.0,54778.0
209,3584.0,8000.0,2048.0,800.0,59197.0
210,4096.0,8000.0,2048.0,1900.0,60048.0
211,2944.0,8000.0,256.0,14000.0,76978.0
212,4352.0,11000.0,352.0,14400.0,180873.0
213,1920.0,6000.0,192.0,14000.0,43978.0
214,1408.0,6000.0,192.0,8002.000000000001,27413.0
215,1920.0,6000.0,192.0,14000.0,37378.0
216,2176.0,8000.0,256.0,14000.0,53960.0
217,2560.0,8000.0,256.0,14000.0,54348.0
218,2560.0,8000.0,256.0,14000.0,65480.0
219,2560.0,8000.0,256.0,14000.0,65978.0
220,3072.0,8000.0,256.0,15500.0,98880.0
221,3072.0,8000.0,256.0,15500.0,104800.0
222,4352.0,11000.0,352.0,14000.0,151690.0
223,2304.0,8000.0,256.0,8000.0,24138.0
224,1408.0,6000.0,192.0,8007.999999999999,25048.0
225,1536.0,6000.0,192.0,12002.0,34980.0
226,1920.0,6000.0,192.0,14000.0,38478.0
227,2304.0,8000.0,256.0,14000.0,40766.0
228,2304.0,8000.0,256.0,14000.0,43430.0
229,2176.0,8000.0,256.0,14000.0,48980.0
230,1920.0,6000.0,192.0,14000.0,50400.0
231,2560.0,8000.0,256.0,14000.0,58800.0
232,3072.0,8000.0,256.0,15500.0,89980.0
233,640.0,2000.0,128.0,7008.0,11880.0
234,768.0,4000.0,128.0,7008.0,12924.0
235,768.0,4000.0,128.0,7008.0,13980.0
236,2048.0,4000.0,256.0,7000.0,20372.0
237,2304.0,8000.0,256.0,8000.0,23112.0
238,1408.0,6000.0,192.0,8000.0,28578.0
239,2304.0,8000.0,256.0,14000.0,45800.0
240,2560.0,8000.0,256.0,14000.0,50303.0
241,2560.0,8000.0,256.0,14000.0,51740.0
242,4352.0,11000.0,352.0,14000.0,145039.0
243,160.0,2000.0,64.0,1000.0,5148.0
244,384.0,2000.0,64.0,6008.0,10492.0
245,1408.0,6000.0,192.0,8000.0,26378.0
246,2304.0,8000.0,256.0,8000.0,30794.0
247,2304.0,8000.0,256.0,14000.0,40940.0
248,2176.0,8000.0,256.0,14000.0,54978.0
249,2432.0,8000.0,256.0,8007.999999999999,80730.0
250,3072.0,8000.0,256.0,15500.0,93246.0
251,3072.0,8000.0,256.0,15500.0,99800.0
252,3584.0,11000.0,352.0,11000.0,99880.0
253,2944.0,8000.0,256.0,14000.0,109174.0
254,512.0,2000.0,128.0,6000.0,13811.0
255,768.0,4000.0,128.0,7008.0,19039.0
256,1280.0,6000.0,192.0,8108.000000000001,32634.0
257,1920.0,6000.0,192.0,14000.0,40217.0
258,2304.0,8000.0,256.0,14000.0,41717.0
259,1920.0,6000.0,192.0,14000.0,45319.0
260,1920.0,6000.0,192.0,14000.0,47180.0
261,1920.0,6000.0,192.0,14140.0,55952.0
262,2304.0,8000.0,256.0,14000.0,57571.0
263,2304.0,8000.0,256.0,14000.0,70560.0
264,3584.0,8000.0,2048.0,800.0,70628.0
265,2560.0,8000.0,256.0,14000.0,81378.0
266,2944.0,8000.0,256.0,14000.0,97900.0
267,2944.0,8000.0,256.0,14000.0,102884.0
268,192.0,2000.0,64.0,1600.0,4977.0
269,640.0,2000.0,128.0,7008.0,18994.0
270,2048.0,8000.0,256.0,7000.0,27674.0
271,1408.0,8000.0,128.0,14000.0,29980.0
272,1408.0,6000.0,192.0,14000.0,30832.0
273,2304.0,8000.0,256.0,8000.0,32978.0
274,1280.0,6000.0,192.0,8007.999999999999,35300.0
275,1920.0,6000.0,192.0,14000.0,36680.0
276,1920.0,6000.0,192.0,14000.0,46500.0
277,2304.0,8000.0,256.0,14000.0,48950.0
278,2560.0,8000.0,256.0,14000.0,49800.0
279,2304.0,8000.0,256.0,14000.0,64980.0
280,2304.0,8000.0,256.0,14000.0,80300.0
281,4352.0,11000.0,352.0,14000.0,148400.0
282,4352.0,11000.0,352.0,14000.0,149380.0
283,192.0,1000.0,64.0,1600.0,4708.0
284,384.0,1000.0,64.0,1800.0,14355.0
285,768.0,4000.0,128.0,7008.0,14980.0
286,640.0,2000.0,128.0,7008.0,17714.0
287,768.0,4000.0,128.0,7008.0,19980.0
288,1152.0,3000.0,192.0,8000.0,27517.0
289,2304.0,8000.0,256.0,8000.0,28673.0
290,1408.0,6000.0,192.0,8000.0,32388.0
291,1280.0,6000.0,192.0,8000.0,32619.0
292,1152.0,3000.0,192.0,8007.999999999999,33308.0
293,2304.0,8000.0,256.0,8000.0,35445.0
294,1536.0,6000.0,192.0,12000.0,36418.0
295,2304.0,8000.0,256.0,14000.0,44876.0
296,1920.0,6000.0,192.0,14000.0,47800.0
297,2560.0,8000.0,256.0,14000.0,48378.0
298,2176.0,8000.0,256.0,14000.0,48800.0
299,2304.0,8000.0,256.0,2000.0,52668.0
300,2304.0,8000.0,256.0,14000.0,55800.0
301,2304.0,8000.0,256.0,14000.0,61957.0
302,2560.0,8000.0,256.0,14000.0,67848.0
303,2304.0,8000.0,256.0,14000.0,68227.0
304,2432.0,8000.0,256.0,8007.999999999999,70610.0
305,2304.0,8000.0,256.0,14000.0,72315.0
306,2304.0,8000.0,256.0,14000.0,72426.0
307,2944.0,8000.0,256.0,14400.0,82478.0
308,2944.0,8000.0,256.0,14000.0,83380.0
309,2944.0,8000.0,256.0,14000.0,88780.0
310,2944.0,8000.0,256.0,14000.0,89800.0
311,3072.0,8000.0,256.0,15500.0,92700.0
312,2944.0,8000.0,256.0,14000.0,93478.0
313,3072.0,8000.0,256.0,15500.0,94145.0
314,3072.0,8000.0,256.0,15500.0,96140.0
315,2944.0,8000.0,256.0,14000.0,97680.0
316,2944.0,8000.0,256.0,14000.0,108352.0
317,2944.0,8000.0,256.0,14140.0,109796.0
318,3072.0,8000.0,256.0,15500.0,143000.0
319,4352.0,11000.0,352.0,14000.0,159246.0
320,640.0,2000.0,128.0,7008.0,17490.0
321,640.0,2000.0,128.0,7008.0,18460.0
322,768.0,4000.0,128.0,7000.0,21912.0
323,2304.0,8000.0,256.0,7000.0,24263.0
324,2048.0,8000.0,256.0,7000.0,27633.0
325,768.0,4000.0,128.0,7108.0,30350.0
326,1152.0,3000.0,192.0,8007.999999999999,30809.0
327,2048.0,4000.0,256.0,7000.0,33000.0
328,2304.0,8000.0,256.0,8400.0,34480.0
329,1536.0,6000.0,192.0,12000.0,36872.0
330,1280.0,6000.0,192.0,8007.999999999999,37346.0
331,1920.0,6000.0,192.0,14000.0,44077.0
332,1920.0,6000.0,192.0,14000.0,44940.0
333,2304.0,8000.0,256.0,14000.0,46739.0
334,1280.0,6000.0,192.0,8007.999999999999,47694.0
335,1280.0,6000.0,192.0,8007.999999999999,49918.0
336,1280.0,6000.0,192.0,8208.0,50897.0
337,2304.0,8000.0,256.0,14000.0,53878.0
338,2432.0,8000.0,256.0,8000.0,58119.0
339,1920.0,8000.0,256.0,8007.999999999999,62399.0
340,2304.0,8000.0,256.0,14000.0,64565.0
341,2304.0,8000.0,256.0,14000.0,65790.0
342,2432.0,8000.0,256.0,8007.999999999999,68200.0
343,2048.0,4000.0,256.0,7010.0,71279.0
344,2304.0,8000.0,256.0,14000.0,73146.0
345,2048.0,4000.0,256.0,7010.0,73480.0
346,2944.0,8000.0,256.0,14000.0,81100.0
347,2304.0,8000.0,256.0,14000.0,81294.0
348,2304.0,8000.0,256.0,14142.0,83283.0
349,2304.0,8000.0,256.0,14000.0,86386.0
350,2944.0,8000.0,256.0,14000.0,88880.0
351,3584.0,8000.0,2048.0,800.0,89298.0
352,2944.0,8000.0,256.0,14000.0,90605.0
353,3072.0,8000.0,256.0,15500.0,93478.0
354,2048.0,4000.0,256.0,7010.0,94000.0
355,2304.0,8000.0,256.0,14000.0,98978.0
356,2944.0,8000.0,256.0,14000.0,98978.0
357,4096.0,8000.0,2048.0,945.0,102461.0
358,2944.0,8000.0,256.0,14000.0,104720.0
359,2944.0,8000.0,256.0,14000.0,114852.0
360,2944.0,8000.0,256.0,14000.0,121363.0
361,4352.0,11000.0,352.0,14000.0,152943.0
